BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512507720000 ms, 2017-12-05T15:02:00, 0, 1283, 1283, 0,1_Producer_Count
1512507780000 ms, 2017-12-05T15:03:00, 0, 1314, 1314, 0,1_Producer_Count
1512507840000 ms, 2017-12-05T15:04:00, 0, 1276, 1276, 0,1_Producer_Count
1512507900000 ms, 2017-12-05T15:05:00, 1, 1302, 1301, 0,1_Producer_Count
1512507960000 ms, 2017-12-05T15:06:00, 1, 1277, 1276, 0,1_Producer_Count
1512508020000 ms, 2017-12-05T15:07:00, 1, 1281, 1280, 0,1_Producer_Count
1512508080000 ms, 2017-12-05T15:08:00, 1, 1272, 1271, 0,1_Producer_Count
1512508140000 ms, 2017-12-05T15:09:00, 0, 1373, 1373, 0,1_Producer_Count
1512508200000 ms, 2017-12-05T15:10:00, 1, 1298, 1297, 0,1_Producer_Count
1512508260000 ms, 2017-12-05T15:11:00, 0, 1351, 1351, 0,1_Producer_Count
1512508320000 ms, 2017-12-05T15:12:00, 0, 1275, 1275, 0,1_Producer_Count
1512508380000 ms, 2017-12-05T15:13:00, 0, 1304, 1304, 0,1_Producer_Count
1512508440000 ms, 2017-12-05T15:14:00, 4, 1277, 1273, 0,1_Producer_Count
1512508500000 ms, 2017-12-05T15:15:00, 1, 1290, 1289, 0,1_Producer_Count
1512508560000 ms, 2017-12-05T15:16:00, 0, 1293, 1293, 0,1_Producer_Count
1512508620000 ms, 2017-12-05T15:17:00, 0, 1291, 1291, 0,1_Producer_Count
1512508680000 ms, 2017-12-05T15:18:00, 1, 1303, 1302, 0,1_Producer_Count
1512508740000 ms, 2017-12-05T15:19:00, 0, 1297, 1297, 0,1_Producer_Count
1512508800000 ms, 2017-12-05T15:20:00, 1, 1291, 1290, 0,1_Producer_Count
1512508860000 ms, 2017-12-05T15:21:00, 1, 1311, 1310, 0,1_Producer_Count
1512508920000 ms, 2017-12-05T15:22:00, 0, 1289, 1289, 0,1_Producer_Count
1512508980000 ms, 2017-12-05T15:23:00, 0, 1256, 1256, 0,1_Producer_Count
1512509040000 ms, 2017-12-05T15:24:00, 0, 1295, 1295, 0,1_Producer_Count
1512509100000 ms, 2017-12-05T15:25:00, 1, 1266, 1265, 0,1_Producer_Count
1512509160000 ms, 2017-12-05T15:26:00, 0, 1281, 1281, 0,1_Producer_Count
1512509220000 ms, 2017-12-05T15:27:00, 0, 1293, 1293, 0,1_Producer_Count
1512509280000 ms, 2017-12-05T15:28:00, 0, 1282, 1282, 0,1_Producer_Count
1512509340000 ms, 2017-12-05T15:29:00, 0, 1305, 1305, 0,1_Producer_Count
1512509400000 ms, 2017-12-05T15:30:00, 1, 1296, 1295, 0,1_Producer_Count
1512509460000 ms, 2017-12-05T15:31:00, 1, 1265, 1264, 0,1_Producer_Count
1512509520000 ms, 2017-12-05T15:32:00, 0, 1272, 1272, 0,1_Producer_Count
1512509580000 ms, 2017-12-05T15:33:00, 0, 1296, 1296, 0,1_Producer_Count
1512509640000 ms, 2017-12-05T15:34:00, 0, 1266, 1266, 0,1_Producer_Count
1512509700000 ms, 2017-12-05T15:35:00, 1, 1295, 1294, 0,1_Producer_Count
1512509760000 ms, 2017-12-05T15:36:00, 0, 1271, 1271, 0,1_Producer_Count
1512509820000 ms, 2017-12-05T15:37:00, 1, 1283, 1282, 0,1_Producer_Count
1512509880000 ms, 2017-12-05T15:38:00, 0, 1326, 1326, 0,1_Producer_Count
1512509940000 ms, 2017-12-05T15:39:00, 0, 1279, 1279, 0,1_Producer_Count
1512510000000 ms, 2017-12-05T15:40:00, 0, 1292, 1292, 0,1_Producer_Count
1512510060000 ms, 2017-12-05T15:41:00, 0, 1290, 1290, 0,1_Producer_Count
1512510120000 ms, 2017-12-05T15:42:00, 1, 1299, 1298, 0,1_Producer_Count
1512510180000 ms, 2017-12-05T15:43:00, 0, 1341, 1341, 0,1_Producer_Count
1512510240000 ms, 2017-12-05T15:44:00, 0, 1284, 1284, 0,1_Producer_Count
1512510300000 ms, 2017-12-05T15:45:00, 1, 1290, 1289, 0,1_Producer_Count
1512510360000 ms, 2017-12-05T15:46:00, 1, 1304, 1303, 0,1_Producer_Count
1512510420000 ms, 2017-12-05T15:47:00, 1, 1270, 1269, 0,1_Producer_Count
1512510480000 ms, 2017-12-05T15:48:00, 1, 1306, 1305, 0,1_Producer_Count
1512510540000 ms, 2017-12-05T15:49:00, 0, 1489, 1489, 0,1_Producer_Count
1512510600000 ms, 2017-12-05T15:50:00, 1, 1349, 1348, 0,1_Producer_Count
1512510660000 ms, 2017-12-05T15:51:00, 1, 1345, 1344, 0,1_Producer_Count
1512510720000 ms, 2017-12-05T15:52:00, 1, 1330, 1329, 0,1_Producer_Count
1512510780000 ms, 2017-12-05T15:53:00, 1, 1308, 1307, 0,1_Producer_Count
1512510840000 ms, 2017-12-05T15:54:00, 1, 1307, 1306, 0,1_Producer_Count
1512510900000 ms, 2017-12-05T15:55:00, 1, 1307, 1306, 0,1_Producer_Count
1512510960000 ms, 2017-12-05T15:56:00, 0, 1305, 1305, 0,1_Producer_Count
1512511020000 ms, 2017-12-05T15:57:00, 0, 1288, 1288, 0,1_Producer_Count
1512511080000 ms, 2017-12-05T15:58:00, 0, 1292, 1292, 0,1_Producer_Count
1512511140000 ms, 2017-12-05T15:59:00, 0, 1296, 1296, 0,1_Producer_Count
1512511200000 ms, 2017-12-05T16:00:00, 1, 1283, 1282, 0,1_Producer_Count
1512511260000 ms, 2017-12-05T16:01:00, 0, 1288, 1288, 0,1_Producer_Count
1512511320000 ms, 2017-12-05T16:02:00, 1, 1295, 1294, 0,1_Producer_Count
1512511380000 ms, 2017-12-05T16:03:00, 2, 1285, 1283, 0,1_Producer_Count
1512511440000 ms, 2017-12-05T16:04:00, 0, 1271, 1271, 0,1_Producer_Count
1512511500000 ms, 2017-12-05T16:05:00, 1, 1280, 1279, 0,1_Producer_Count
1512511560000 ms, 2017-12-05T16:06:00, 0, 1312, 1312, 0,1_Producer_Count
1512511620000 ms, 2017-12-05T16:07:00, 0, 1316, 1316, 0,1_Producer_Count
1512511680000 ms, 2017-12-05T16:08:00, 1, 1309, 1308, 0,1_Producer_Count
1512511740000 ms, 2017-12-05T16:09:00, 0, 1287, 1287, 0,1_Producer_Count
1512511800000 ms, 2017-12-05T16:10:00, 0, 1285, 1285, 0,1_Producer_Count
1512511860000 ms, 2017-12-05T16:11:00, 0, 1282, 1282, 0,1_Producer_Count
1512511920000 ms, 2017-12-05T16:12:00, 0, 1266, 1266, 0,1_Producer_Count
1512511980000 ms, 2017-12-05T16:13:00, 1, 1261, 1260, 0,1_Producer_Count
1512512040000 ms, 2017-12-05T16:14:00, 0, 1274, 1274, 0,1_Producer_Count
1512512100000 ms, 2017-12-05T16:15:00, 0, 1263, 1263, 0,1_Producer_Count
1512512160000 ms, 2017-12-05T16:16:00, 1, 1326, 1325, 0,1_Producer_Count
1512512220000 ms, 2017-12-05T16:17:00, 0, 1267, 1267, 0,1_Producer_Count
1512512280000 ms, 2017-12-05T16:18:00, 0, 1312, 1312, 0,1_Producer_Count
1512512340000 ms, 2017-12-05T16:19:00, 0, 1287, 1287, 0,1_Producer_Count
1512512400000 ms, 2017-12-05T16:20:00, 1, 1282, 1281, 0,1_Producer_Count
1512512460000 ms, 2017-12-05T16:21:00, 1, 1300, 1299, 0,1_Producer_Count
1512512520000 ms, 2017-12-05T16:22:00, 0, 1286, 1286, 0,1_Producer_Count
1512512580000 ms, 2017-12-05T16:23:00, 1, 1297, 1296, 0,1_Producer_Count
1512512640000 ms, 2017-12-05T16:24:00, 0, 1276, 1276, 0,1_Producer_Count
1512512700000 ms, 2017-12-05T16:25:00, 1, 1277, 1276, 0,1_Producer_Count
1512512760000 ms, 2017-12-05T16:26:00, 0, 1279, 1279, 0,1_Producer_Count
1512512820000 ms, 2017-12-05T16:27:00, 0, 1279, 1279, 0,1_Producer_Count
1512512880000 ms, 2017-12-05T16:28:00, 0, 1297, 1297, 0,1_Producer_Count
1512512940000 ms, 2017-12-05T16:29:00, 0, 1301, 1301, 0,1_Producer_Count
1512513000000 ms, 2017-12-05T16:30:00, 0, 1288, 1288, 0,1_Producer_Count
1512513060000 ms, 2017-12-05T16:31:00, 0, 1268, 1268, 0,1_Producer_Count
1512513120000 ms, 2017-12-05T16:32:00, 0, 1291, 1291, 0,1_Producer_Count
1512513180000 ms, 2017-12-05T16:33:00, 0, 1291, 1291, 0,1_Producer_Count
1512513240000 ms, 2017-12-05T16:34:00, 0, 1260, 1260, 0,1_Producer_Count
1512513300000 ms, 2017-12-05T16:35:00, 0, 1257, 1257, 0,1_Producer_Count
1512513360000 ms, 2017-12-05T16:36:00, 1, 1292, 1291, 0,1_Producer_Count
1512513420000 ms, 2017-12-05T16:37:00, 0, 1292, 1292, 0,1_Producer_Count
1512513480000 ms, 2017-12-05T16:38:00, 0, 1278, 1278, 0,1_Producer_Count
1512513540000 ms, 2017-12-05T16:39:00, 0, 1280, 1280, 0,1_Producer_Count
1512513600000 ms, 2017-12-05T16:40:00, 0, 1277, 1277, 0,1_Producer_Count
1512513660000 ms, 2017-12-05T16:41:00, 0, 1280, 1280, 0,1_Producer_Count
1512513720000 ms, 2017-12-05T16:42:00, 0, 1305, 1305, 0,1_Producer_Count
1512513780000 ms, 2017-12-05T16:43:00, 1, 1294, 1293, 0,1_Producer_Count
1512513840000 ms, 2017-12-05T16:44:00, 1, 1278, 1277, 0,1_Producer_Count
1512513900000 ms, 2017-12-05T16:45:00, 0, 1272, 1272, 0,1_Producer_Count
1512513960000 ms, 2017-12-05T16:46:00, 1, 1292, 1291, 0,1_Producer_Count
1512514020000 ms, 2017-12-05T16:47:00, 0, 1295, 1295, 0,1_Producer_Count
1512514080000 ms, 2017-12-05T16:48:00, 1, 1305, 1304, 0,1_Producer_Count
1512514140000 ms, 2017-12-05T16:49:00, 0, 1277, 1277, 0,1_Producer_Count
1512514200000 ms, 2017-12-05T16:50:00, 0, 1272, 1272, 0,1_Producer_Count
1512514260000 ms, 2017-12-05T16:51:00, 0, 1272, 1272, 0,1_Producer_Count
1512514320000 ms, 2017-12-05T16:52:00, 0, 1512, 1512, 0,1_Producer_Count
1512514380000 ms, 2017-12-05T16:53:00, 0, 1267, 1267, 0,1_Producer_Count
1512514440000 ms, 2017-12-05T16:54:00, 0, 1280, 1280, 0,1_Producer_Count
1512514500000 ms, 2017-12-05T16:55:00, 0, 1312, 1312, 0,1_Producer_Count
1512514560000 ms, 2017-12-05T16:56:00, 0, 1279, 1279, 0,1_Producer_Count
1512514620000 ms, 2017-12-05T16:57:00, 0, 1292, 1292, 0,1_Producer_Count
1512514680000 ms, 2017-12-05T16:58:00, 0, 1286, 1286, 0,1_Producer_Count
1512514740000 ms, 2017-12-05T16:59:00, 0, 1288, 1288, 0,1_Producer_Count
1512514800000 ms, 2017-12-05T17:00:00, 1, 1291, 1290, 0,1_Producer_Count
1512514860000 ms, 2017-12-05T17:01:00, 0, 1307, 1307, 0,1_Producer_Count
1512514920000 ms, 2017-12-05T17:02:00, 0, 1295, 1295, 0,1_Producer_Count
1512514980000 ms, 2017-12-05T17:03:00, 0, 1296, 1296, 0,1_Producer_Count
1512515040000 ms, 2017-12-05T17:04:00, 0, 1261, 1261, 0,1_Producer_Count
1512515100000 ms, 2017-12-05T17:05:00, 0, 1298, 1298, 0,1_Producer_Count
1512515160000 ms, 2017-12-05T17:06:00, 1, 1295, 1294, 0,1_Producer_Count
1512515220000 ms, 2017-12-05T17:07:00, 0, 1306, 1306, 0,1_Producer_Count
1512515280000 ms, 2017-12-05T17:08:00, 0, 1265, 1265, 0,1_Producer_Count
1512515340000 ms, 2017-12-05T17:09:00, 1, 1298, 1297, 0,1_Producer_Count
1512515400000 ms, 2017-12-05T17:10:00, 0, 1287, 1287, 0,1_Producer_Count
1512515460000 ms, 2017-12-05T17:11:00, 0, 1316, 1316, 0,1_Producer_Count
1512515520000 ms, 2017-12-05T17:12:00, 0, 1301, 1301, 0,1_Producer_Count
1512515580000 ms, 2017-12-05T17:13:00, 0, 1339, 1339, 0,1_Producer_Count
1512515640000 ms, 2017-12-05T17:14:00, 1, 1287, 1286, 0,1_Producer_Count
1512515700000 ms, 2017-12-05T17:15:00, 1, 1269, 1268, 0,1_Producer_Count
1512515760000 ms, 2017-12-05T17:16:00, 0, 1270, 1270, 0,1_Producer_Count
1512515820000 ms, 2017-12-05T17:17:00, 0, 1290, 1290, 0,1_Producer_Count
1512515880000 ms, 2017-12-05T17:18:00, 0, 1306, 1306, 0,1_Producer_Count
1512515940000 ms, 2017-12-05T17:19:00, 1, 1294, 1293, 0,1_Producer_Count
1512516000000 ms, 2017-12-05T17:20:00, 0, 1287, 1287, 0,1_Producer_Count
1512516060000 ms, 2017-12-05T17:21:00, 1, 1281, 1280, 0,1_Producer_Count
1512516120000 ms, 2017-12-05T17:22:00, 0, 1320, 1320, 0,1_Producer_Count
1512516180000 ms, 2017-12-05T17:23:00, 0, 1265, 1265, 0,1_Producer_Count
1512516240000 ms, 2017-12-05T17:24:00, 1, 1291, 1290, 0,1_Producer_Count
1512516300000 ms, 2017-12-05T17:25:00, 0, 1282, 1282, 0,1_Producer_Count
1512516360000 ms, 2017-12-05T17:26:00, 0, 1262, 1262, 0,1_Producer_Count
1512516420000 ms, 2017-12-05T17:27:00, 1, 1290, 1289, 0,1_Producer_Count
1512516480000 ms, 2017-12-05T17:28:00, 0, 1283, 1283, 0,1_Producer_Count
1512516540000 ms, 2017-12-05T17:29:00, 1, 1273, 1272, 0,1_Producer_Count
1512516600000 ms, 2017-12-05T17:30:00, 1, 1290, 1289, 0,1_Producer_Count
1512516660000 ms, 2017-12-05T17:31:00, 1, 1309, 1308, 0,1_Producer_Count
1512516720000 ms, 2017-12-05T17:32:00, 0, 1276, 1276, 0,1_Producer_Count
1512516780000 ms, 2017-12-05T17:33:00, 0, 1306, 1306, 0,1_Producer_Count
1512516840000 ms, 2017-12-05T17:34:00, 1, 1283, 1282, 0,1_Producer_Count
1512516900000 ms, 2017-12-05T17:35:00, 0, 1270, 1270, 0,1_Producer_Count
1512516960000 ms, 2017-12-05T17:36:00, 1, 1298, 1297, 0,1_Producer_Count
1512517020000 ms, 2017-12-05T17:37:00, 1, 1301, 1300, 0,1_Producer_Count
1512517080000 ms, 2017-12-05T17:38:00, 0, 1279, 1279, 0,1_Producer_Count
1512517140000 ms, 2017-12-05T17:39:00, 2, 1297, 1295, 0,1_Producer_Count
1512517200000 ms, 2017-12-05T17:40:00, 1, 1290, 1289, 0,1_Producer_Count
1512517260000 ms, 2017-12-05T17:41:00, 0, 1271, 1271, 0,1_Producer_Count
1512517320000 ms, 2017-12-05T17:42:00, 1, 1279, 1278, 0,1_Producer_Count
1512517380000 ms, 2017-12-05T17:43:00, 1, 1262, 1261, 0,1_Producer_Count
1512517440000 ms, 2017-12-05T17:44:00, 1, 1285, 1284, 0,1_Producer_Count
1512517500000 ms, 2017-12-05T17:45:00, 0, 1306, 1306, 0,1_Producer_Count
1512517560000 ms, 2017-12-05T17:46:00, 1, 1309, 1308, 0,1_Producer_Count
1512517620000 ms, 2017-12-05T17:47:00, 0, 1280, 1280, 0,1_Producer_Count
1512517680000 ms, 2017-12-05T17:48:00, 0, 1279, 1279, 0,1_Producer_Count
1512517740000 ms, 2017-12-05T17:49:00, 1, 1306, 1305, 0,1_Producer_Count
1512517800000 ms, 2017-12-05T17:50:00, 0, 1279, 1279, 0,1_Producer_Count
1512517860000 ms, 2017-12-05T17:51:00, 0, 1307, 1307, 0,1_Producer_Count
1512517920000 ms, 2017-12-05T17:52:00, 0, 1306, 1306, 0,1_Producer_Count
1512517980000 ms, 2017-12-05T17:53:00, 1, 1270, 1269, 0,1_Producer_Count
1512518040000 ms, 2017-12-05T17:54:00, 1, 1314, 1313, 0,1_Producer_Count
1512518100000 ms, 2017-12-05T17:55:00, 1, 1288, 1287, 0,1_Producer_Count
1512518160000 ms, 2017-12-05T17:56:00, 1, 1285, 1284, 0,1_Producer_Count
1512518220000 ms, 2017-12-05T17:57:00, 1, 1274, 1273, 0,1_Producer_Count
1512518280000 ms, 2017-12-05T17:58:00, 0, 1276, 1276, 0,1_Producer_Count
1512518340000 ms, 2017-12-05T17:59:00, 0, 1300, 1300, 0,1_Producer_Count
1512518400000 ms, 2017-12-05T18:00:00, 1, 1292, 1291, 0,1_Producer_Count
1512518460000 ms, 2017-12-05T18:01:00, 0, 1313, 1313, 0,1_Producer_Count
1512518520000 ms, 2017-12-05T18:02:00, 0, 1276, 1276, 0,1_Producer_Count
1512518580000 ms, 2017-12-05T18:03:00, 0, 1293, 1293, 0,1_Producer_Count
1512518640000 ms, 2017-12-05T18:04:00, 0, 1282, 1282, 0,1_Producer_Count
1512518700000 ms, 2017-12-05T18:05:00, 0, 1262, 1262, 0,1_Producer_Count
1512518760000 ms, 2017-12-05T18:06:00, 1, 1286, 1285, 0,1_Producer_Count
1512518820000 ms, 2017-12-05T18:07:00, 0, 1310, 1310, 0,1_Producer_Count
1512518880000 ms, 2017-12-05T18:08:00, 1, 1271, 1270, 0,1_Producer_Count
1512518940000 ms, 2017-12-05T18:09:00, 0, 1296, 1296, 0,1_Producer_Count
1512519000000 ms, 2017-12-05T18:10:00, 0, 1280, 1280, 0,1_Producer_Count
1512519060000 ms, 2017-12-05T18:11:00, 0, 1276, 1276, 0,1_Producer_Count
1512519120000 ms, 2017-12-05T18:12:00, 0, 1290, 1290, 0,1_Producer_Count
1512519180000 ms, 2017-12-05T18:13:00, 0, 1273, 1273, 0,1_Producer_Count
1512519240000 ms, 2017-12-05T18:14:00, 0, 1301, 1301, 0,1_Producer_Count
1512519300000 ms, 2017-12-05T18:15:00, 0, 1337, 1337, 0,1_Producer_Count
1512519360000 ms, 2017-12-05T18:16:00, 0, 1307, 1307, 0,1_Producer_Count
1512519420000 ms, 2017-12-05T18:17:00, 1, 1277, 1276, 0,1_Producer_Count
1512519480000 ms, 2017-12-05T18:18:00, 1, 1384, 1383, 0,1_Producer_Count
1512519540000 ms, 2017-12-05T18:19:00, 1, 1295, 1294, 0,1_Producer_Count
1512519600000 ms, 2017-12-05T18:20:00, 0, 1288, 1288, 0,1_Producer_Count
1512519660000 ms, 2017-12-05T18:21:00, 0, 1348, 1348, 0,1_Producer_Count
1512519720000 ms, 2017-12-05T18:22:00, 0, 1295, 1295, 0,1_Producer_Count
1512519780000 ms, 2017-12-05T18:23:00, 0, 1276, 1276, 0,1_Producer_Count
1512519840000 ms, 2017-12-05T18:24:00, 1, 1289, 1288, 0,1_Producer_Count
1512519900000 ms, 2017-12-05T18:25:00, 0, 1284, 1284, 0,1_Producer_Count
1512519960000 ms, 2017-12-05T18:26:00, 0, 1297, 1297, 0,1_Producer_Count
1512520020000 ms, 2017-12-05T18:27:00, 0, 1303, 1303, 0,1_Producer_Count
1512520080000 ms, 2017-12-05T18:28:00, 0, 1295, 1295, 0,1_Producer_Count
1512520140000 ms, 2017-12-05T18:29:00, 0, 1292, 1292, 0,1_Producer_Count
1512520200000 ms, 2017-12-05T18:30:00, 1, 1293, 1292, 0,1_Producer_Count
1512520260000 ms, 2017-12-05T18:31:00, 0, 1317, 1317, 0,1_Producer_Count
1512520320000 ms, 2017-12-05T18:32:00, 1, 1301, 1300, 0,1_Producer_Count
1512520380000 ms, 2017-12-05T18:33:00, 1, 1317, 1316, 0,1_Producer_Count
1512520440000 ms, 2017-12-05T18:34:00, 1, 1308, 1307, 0,1_Producer_Count
1512520500000 ms, 2017-12-05T18:35:00, 0, 1298, 1298, 0,1_Producer_Count
1512520560000 ms, 2017-12-05T18:36:00, 1, 1300, 1299, 0,1_Producer_Count
1512520620000 ms, 2017-12-05T18:37:00, 0, 1304, 1304, 0,1_Producer_Count
1512520680000 ms, 2017-12-05T18:38:00, 0, 1310, 1310, 0,1_Producer_Count
1512520740000 ms, 2017-12-05T18:39:00, 0, 1286, 1286, 0,1_Producer_Count
1512520800000 ms, 2017-12-05T18:40:00, 1, 1286, 1285, 0,1_Producer_Count
1512520860000 ms, 2017-12-05T18:41:00, 1, 1286, 1285, 0,1_Producer_Count
1512520920000 ms, 2017-12-05T18:42:00, 0, 1283, 1283, 0,1_Producer_Count
1512520980000 ms, 2017-12-05T18:43:00, 1, 1301, 1300, 0,1_Producer_Count
1512521040000 ms, 2017-12-05T18:44:00, 1, 1289, 1288, 0,1_Producer_Count
1512521100000 ms, 2017-12-05T18:45:00, 1, 1270, 1269, 0,1_Producer_Count
1512521160000 ms, 2017-12-05T18:46:00, 1, 1304, 1303, 0,1_Producer_Count
1512521220000 ms, 2017-12-05T18:47:00, 1, 1289, 1288, 0,1_Producer_Count
1512521280000 ms, 2017-12-05T18:48:00, 0, 1294, 1294, 0,1_Producer_Count
1512521340000 ms, 2017-12-05T18:49:00, 0, 1292, 1292, 0,1_Producer_Count
1512521400000 ms, 2017-12-05T18:50:00, 1, 1297, 1296, 0,1_Producer_Count
1512521460000 ms, 2017-12-05T18:51:00, 1, 1287, 1286, 0,1_Producer_Count
1512521520000 ms, 2017-12-05T18:52:00, 1, 1287, 1286, 0,1_Producer_Count
1512521580000 ms, 2017-12-05T18:53:00, 1, 1303, 1302, 0,1_Producer_Count
1512521640000 ms, 2017-12-05T18:54:00, 0, 1275, 1275, 0,1_Producer_Count
1512521700000 ms, 2017-12-05T18:55:00, 0, 1263, 1263, 0,1_Producer_Count
1512521760000 ms, 2017-12-05T18:56:00, 0, 1282, 1282, 0,1_Producer_Count
1512521820000 ms, 2017-12-05T18:57:00, 1, 1338, 1337, 0,1_Producer_Count
1512521880000 ms, 2017-12-05T18:58:00, 0, 1353, 1353, 0,1_Producer_Count
1512521940000 ms, 2017-12-05T18:59:00, 0, 1298, 1298, 0,1_Producer_Count
1512522000000 ms, 2017-12-05T19:00:00, 0, 1272, 1272, 0,1_Producer_Count
1512522060000 ms, 2017-12-05T19:01:00, 0, 1290, 1290, 0,1_Producer_Count
