Framework,experiment,zero, window, latency, sent, received
kafka, latency, 0, 1.00000, 1.14538, 2017-05-22T23:16:45.995809, 2017-05-22T23:16:46.145597
kafka, latency, 0, 1.00000, 0.14581, 2017-05-22T23:16:47.110484, 2017-05-22T23:16:47.146023
kafka, latency, 0, 1.00000, 0.14624, 2017-05-22T23:16:48.118684, 2017-05-22T23:16:48.146447
kafka, latency, 0, 1.00000, 0.26019, 2017-05-22T23:16:49.151376, 2017-05-22T23:16:49.260403
kafka, latency, 0, 1.00000, 0.37414, 2017-05-22T23:16:50.266029, 2017-05-22T23:16:50.374356
kafka, latency, 0, 1.00000, 0.38988, 2017-05-22T23:16:51.380667, 2017-05-22T23:16:51.390098
kafka, latency, 0, 1.00000, 0.40566, 2017-05-22T23:16:52.388993, 2017-05-22T23:16:52.405912
kafka, latency, 0, 1.00000, 0.56973, 2017-05-22T23:16:53.421491, 2017-05-22T23:16:53.569943
kafka, latency, 0, 1.00000, 0.57017, 2017-05-22T23:16:54.536152, 2017-05-22T23:16:54.570384
kafka, latency, 0, 1.00000, 0.57060, 2017-05-22T23:16:55.544492, 2017-05-22T23:16:55.570809
kafka, latency, 0, 1.00000, 0.57825, 2017-05-22T23:16:56.560889, 2017-05-22T23:16:56.578539
kafka, latency, 0, 1.00000, 0.74246, 2017-05-22T23:16:57.593408, 2017-05-22T23:16:57.742671
kafka, latency, 0, 1.00000, 0.74289, 2017-05-22T23:16:58.707126, 2017-05-22T23:16:58.743100
kafka, latency, 0, 1.00000, 0.74332, 2017-05-22T23:16:59.715506, 2017-05-22T23:16:59.743526
kafka, latency, 0, 1.00000, 0.75904, 2017-05-22T23:17:00.747128, 2017-05-22T23:17:00.759265
kafka, latency, 0, 1.00000, 0.77479, 2017-05-22T23:17:01.755501, 2017-05-22T23:17:01.775007
kafka, latency, 0, 1.00000, 0.88873, 2017-05-22T23:17:02.787128, 2017-05-22T23:17:02.888938
kafka, latency, 0, 1.00000, 0.92055, 2017-05-22T23:17:03.901103, 2017-05-22T23:17:03.920762
kafka, latency, 0, 1.00000, 0.92822, 2017-05-22T23:17:04.908630, 2017-05-22T23:17:04.928437
kafka, latency, 0, 1.00000, 0.96001, 2017-05-22T23:17:05.941112, 2017-05-22T23:17:05.960229
kafka, latency, 0, 1.00000, 0.96768, 2017-05-22T23:17:06.948825, 2017-05-22T23:17:06.967922
kafka, latency, 0, 1.00000, 1.13182, 2017-05-22T23:17:07.981307, 2017-05-22T23:17:08.132036
kafka, latency, 0, 1.00000, 0.13225, 2017-05-22T23:17:09.095976, 2017-05-22T23:17:09.132472
kafka, latency, 0, 1.00000, 0.13271, 2017-05-22T23:17:10.104427, 2017-05-22T23:17:10.133053
kafka, latency, 0, 1.00000, 0.24682, 2017-05-22T23:17:11.136925, 2017-05-22T23:17:11.247045
kafka, latency, 0, 1.00000, 0.26258, 2017-05-22T23:17:12.251518, 2017-05-22T23:17:12.262827
kafka, latency, 0, 1.00000, 0.27836, 2017-05-22T23:17:13.260093, 2017-05-22T23:17:13.278580
kafka, latency, 0, 1.00000, 0.44238, 2017-05-22T23:17:14.292592, 2017-05-22T23:17:14.442591
kafka, latency, 0, 1.00000, 0.44280, 2017-05-22T23:17:15.407130, 2017-05-22T23:17:15.443014
kafka, latency, 0, 1.00000, 0.44323, 2017-05-22T23:17:16.415494, 2017-05-22T23:17:16.443453
kafka, latency, 0, 1.00000, 0.55720, 2017-05-22T23:17:17.447130, 2017-05-22T23:17:17.557413
kafka, latency, 0, 1.00000, 0.57294, 2017-05-22T23:17:18.561769, 2017-05-22T23:17:18.573168
kafka, latency, 0, 1.00000, 0.58868, 2017-05-22T23:17:19.569516, 2017-05-22T23:17:19.588889
kafka, latency, 0, 1.00000, 0.62048, 2017-05-22T23:17:20.601995, 2017-05-22T23:17:20.620694
kafka, latency, 0, 1.00000, 0.62817, 2017-05-22T23:17:21.610360, 2017-05-22T23:17:21.628393
kafka, latency, 0, 1.00000, 0.79218, 2017-05-22T23:17:22.642848, 2017-05-22T23:17:22.792391
kafka, latency, 0, 1.00000, 0.79260, 2017-05-22T23:17:23.757129, 2017-05-22T23:17:23.792814
kafka, latency, 0, 1.00000, 0.79303, 2017-05-22T23:17:24.765472, 2017-05-22T23:17:24.793243
kafka, latency, 0, 1.00000, 0.80876, 2017-05-22T23:17:25.797130, 2017-05-22T23:17:25.808971
kafka, latency, 0, 1.00000, 0.82449, 2017-05-22T23:17:26.805358, 2017-05-22T23:17:26.824708
kafka, latency, 0, 1.00000, 0.98851, 2017-05-22T23:17:27.837130, 2017-05-22T23:17:27.988724
kafka, latency, 0, 1.00000, 0.99011, 2017-05-22T23:17:28.951589, 2017-05-22T23:17:28.990327
kafka, latency, 0, 1.00000, 0.99055, 2017-05-22T23:17:29.959264, 2017-05-22T23:17:29.990764
kafka, latency, 0, 1.00000, 1.00629, 2017-05-22T23:17:30.991763, 2017-05-22T23:17:31.006507
kafka, latency, 0, 1.00000, 0.02200, 2017-05-22T23:17:32.000126, 2017-05-22T23:17:32.022239
kafka, latency, 0, 1.00000, 0.13598, 2017-05-22T23:17:33.032674, 2017-05-22T23:17:33.136205
kafka, latency, 0, 1.00000, 0.15173, 2017-05-22T23:17:34.147132, 2017-05-22T23:17:34.151958
kafka, latency, 0, 1.00000, 0.16752, 2017-05-22T23:17:35.151425, 2017-05-22T23:17:35.167773
kafka, latency, 0, 1.00000, 0.33171, 2017-05-22T23:17:36.183925, 2017-05-22T23:17:36.331930
kafka, latency, 0, 1.00000, 0.44566, 2017-05-22T23:17:37.298561, 2017-05-22T23:17:37.445875
kafka, latency, 0, 1.00000, 0.44609, 2017-05-22T23:17:38.413217, 2017-05-22T23:17:38.446304
kafka, latency, 0, 1.00000, 0.44652, 2017-05-22T23:17:39.421587, 2017-05-22T23:17:39.446725
kafka, latency, 0, 1.00000, 0.45418, 2017-05-22T23:17:40.437130, 2017-05-22T23:17:40.454389
kafka, latency, 0, 1.00000, 0.46991, 2017-05-22T23:17:41.453149, 2017-05-22T23:17:41.470128
kafka, latency, 0, 1.00000, 0.63508, 2017-05-22T23:17:42.485634, 2017-05-22T23:17:42.635314
kafka, latency, 0, 1.00000, 0.63552, 2017-05-22T23:17:43.600275, 2017-05-22T23:17:43.635737
kafka, latency, 0, 1.00000, 0.63596, 2017-05-22T23:17:44.604420, 2017-05-22T23:17:44.636174
kafka, latency, 0, 1.00000, 0.74991, 2017-05-22T23:17:45.636435, 2017-05-22T23:17:45.750152
kafka, latency, 0, 1.00000, 0.75760, 2017-05-22T23:17:46.751055, 2017-05-22T23:17:46.757813
kafka, latency, 0, 1.00000, 0.77335, 2017-05-22T23:17:47.759561, 2017-05-22T23:17:47.773563
kafka, latency, 0, 1.00000, 0.80516, 2017-05-22T23:17:48.775983, 2017-05-22T23:17:48.805368
kafka, latency, 0, 1.00000, 0.80877, 2017-05-22T23:17:49.792400, 2017-05-22T23:17:49.808978
kafka, latency, 0, 1.00000, 0.97278, 2017-05-22T23:17:50.823863, 2017-05-22T23:17:50.972991
kafka, latency, 0, 1.00000, 0.97322, 2017-05-22T23:17:51.938509, 2017-05-22T23:17:51.973433
kafka, latency, 0, 1.00000, 0.97494, 2017-05-22T23:17:52.946954, 2017-05-22T23:17:52.975179
kafka, latency, 0, 1.00000, 0.97859, 2017-05-22T23:17:53.963386, 2017-05-22T23:17:53.978818
kafka, latency, 0, 1.00000, 1.01042, 2017-05-22T23:17:54.979656, 2017-05-22T23:17:55.010635
kafka, latency, 0, 1.00000, 0.12438, 2017-05-22T23:17:56.012149, 2017-05-22T23:17:56.124613
kafka, latency, 0, 1.00000, 0.13207, 2017-05-22T23:17:57.126796, 2017-05-22T23:17:57.132328
kafka, latency, 0, 1.00000, 0.16394, 2017-05-22T23:17:58.135144, 2017-05-22T23:17:58.164170
kafka, latency, 0, 1.00000, 0.16753, 2017-05-22T23:17:59.151565, 2017-05-22T23:17:59.167761
kafka, latency, 0, 1.00000, 0.33156, 2017-05-22T23:18:00.184062, 2017-05-22T23:18:00.331777
kafka, latency, 0, 1.00000, 0.44552, 2017-05-22T23:18:01.298718, 2017-05-22T23:18:01.445746
kafka, latency, 0, 1.00000, 0.44596, 2017-05-22T23:18:02.413355, 2017-05-22T23:18:02.446190
kafka, latency, 0, 1.00000, 0.44641, 2017-05-22T23:18:03.421720, 2017-05-22T23:18:03.446624
kafka, latency, 0, 10.00000, 0.45405, 2017-05-22T23:18:04.438134, 2017-05-22T23:18:04.454288
kafka, latency, 0, 10.00000, 0.71815, 2017-05-22T23:18:04.569744, 2017-05-22T23:18:04.718363
kafka, latency, 0, 10.00000, 0.88206, 2017-05-22T23:18:04.783551, 2017-05-22T23:18:04.882278
kafka, latency, 0, 10.00000, 1.04596, 2017-05-22T23:18:04.947209, 2017-05-22T23:18:05.046175
kafka, latency, 0, 10.00000, 0.20992, 2017-05-22T23:18:05.110995, 2017-05-22T23:18:05.210137
kafka, latency, 0, 10.00000, 0.37382, 2017-05-22T23:18:05.274662, 2017-05-22T23:18:05.374038
kafka, latency, 0, 10.00000, 0.53774, 2017-05-22T23:18:05.438281, 2017-05-22T23:18:05.537955
kafka, latency, 0, 10.00000, 0.75178, 2017-05-22T23:18:05.651977, 2017-05-22T23:18:05.751990
kafka, latency, 0, 10.00000, 0.96576, 2017-05-22T23:18:05.865786, 2017-05-22T23:18:05.965977
kafka, latency, 0, 10.00000, 0.17977, 2017-05-22T23:18:06.079523, 2017-05-22T23:18:06.179984
kafka, latency, 0, 10.00000, 0.39376, 2017-05-22T23:18:06.293282, 2017-05-22T23:18:06.393973
kafka, latency, 0, 10.00000, 0.60776, 2017-05-22T23:18:06.507031, 2017-05-22T23:18:06.607971
kafka, latency, 0, 10.00000, 0.82175, 2017-05-22T23:18:06.720774, 2017-05-22T23:18:06.821960
kafka, latency, 0, 10.00000, 1.03585, 2017-05-22T23:18:06.934553, 2017-05-22T23:18:07.036065
kafka, latency, 0, 10.00000, 0.24983, 2017-05-22T23:18:07.148283, 2017-05-22T23:18:07.250045
kafka, latency, 0, 10.00000, 0.46380, 2017-05-22T23:18:07.362030, 2017-05-22T23:18:07.464012
kafka, latency, 0, 10.00000, 0.62769, 2017-05-22T23:18:07.575767, 2017-05-22T23:18:07.627913
kafka, latency, 0, 10.00000, 0.84169, 2017-05-22T23:18:07.739419, 2017-05-22T23:18:07.841905
kafka, latency, 0, 10.00000, 1.00563, 2017-05-22T23:18:07.953148, 2017-05-22T23:18:08.005847
kafka, latency, 0, 10.00000, 0.16955, 2017-05-22T23:18:08.116808, 2017-05-22T23:18:08.169770
kafka, latency, 0, 10.00000, 0.38358, 2017-05-22T23:18:08.280477, 2017-05-22T23:18:08.383789
kafka, latency, 0, 10.00000, 0.54747, 2017-05-22T23:18:08.444251, 2017-05-22T23:18:08.547685
kafka, latency, 0, 10.00000, 0.66130, 2017-05-22T23:18:08.607913, 2017-05-22T23:18:08.661512
kafka, latency, 0, 10.00000, 0.77513, 2017-05-22T23:18:08.723447, 2017-05-22T23:18:08.775339
kafka, latency, 0, 10.00000, 0.93905, 2017-05-22T23:18:08.838980, 2017-05-22T23:18:08.939265
kafka, latency, 0, 10.00000, 0.10296, 2017-05-22T23:18:09.002643, 2017-05-22T23:18:09.103180
kafka, latency, 0, 10.00000, 0.26688, 2017-05-22T23:18:09.216355, 2017-05-22T23:18:09.267103
kafka, latency, 0, 10.00000, 0.43081, 2017-05-22T23:18:09.347956, 2017-05-22T23:18:09.431027
kafka, latency, 0, 10.00000, 0.54464, 2017-05-22T23:18:09.511636, 2017-05-22T23:18:09.544855
kafka, latency, 0, 10.00000, 0.70855, 2017-05-22T23:18:09.627180, 2017-05-22T23:18:09.708757
kafka, latency, 0, 10.00000, 0.87245, 2017-05-22T23:18:09.790852, 2017-05-22T23:18:09.872656
kafka, latency, 0, 10.00000, 1.03638, 2017-05-22T23:18:09.954481, 2017-05-22T23:18:10.036608
kafka, latency, 0, 10.00000, 0.25038, 2017-05-22T23:18:10.168207, 2017-05-22T23:18:10.250593
kafka, latency, 0, 10.00000, 0.46435, 2017-05-22T23:18:10.381961, 2017-05-22T23:18:10.464577
kafka, latency, 0, 10.00000, 0.62827, 2017-05-22T23:18:10.595681, 2017-05-22T23:18:10.628490
kafka, latency, 0, 10.00000, 0.79219, 2017-05-22T23:18:10.727293, 2017-05-22T23:18:10.792404
kafka, latency, 0, 10.00000, 0.90607, 2017-05-22T23:18:10.890993, 2017-05-22T23:18:10.906396
kafka, latency, 0, 10.00000, 0.07005, 2017-05-22T23:18:11.006480, 2017-05-22T23:18:11.070269
kafka, latency, 0, 10.00000, 0.23395, 2017-05-22T23:18:11.170156, 2017-05-22T23:18:11.234166
kafka, latency, 0, 10.00000, 0.39781, 2017-05-22T23:18:11.333814, 2017-05-22T23:18:11.398029
kafka, latency, 0, 10.00000, 0.61171, 2017-05-22T23:18:11.497431, 2017-05-22T23:18:11.611915
kafka, latency, 0, 10.00000, 0.82579, 2017-05-22T23:18:11.711187, 2017-05-22T23:18:11.825998
kafka, latency, 0, 10.00000, 1.03974, 2017-05-22T23:18:11.924928, 2017-05-22T23:18:12.039941
kafka, latency, 0, 10.00000, 0.25369, 2017-05-22T23:18:12.138674, 2017-05-22T23:18:12.253894
kafka, latency, 0, 10.00000, 0.46765, 2017-05-22T23:18:12.352403, 2017-05-22T23:18:12.467852
kafka, latency, 0, 10.00000, 0.68160, 2017-05-22T23:18:12.566133, 2017-05-22T23:18:12.681804
kafka, latency, 0, 10.00000, 0.89557, 2017-05-22T23:18:12.779887, 2017-05-22T23:18:12.895772
kafka, latency, 0, 10.00000, 1.10949, 2017-05-22T23:18:12.993636, 2017-05-22T23:18:13.109688
kafka, latency, 0, 10.00000, 0.32345, 2017-05-22T23:18:13.207388, 2017-05-22T23:18:13.323660
kafka, latency, 0, 10.00000, 0.53741, 2017-05-22T23:18:13.421143, 2017-05-22T23:18:13.537616
kafka, latency, 0, 10.00000, 0.70132, 2017-05-22T23:18:13.634890, 2017-05-22T23:18:13.701516
kafka, latency, 0, 10.00000, 0.91528, 2017-05-22T23:18:13.798640, 2017-05-22T23:18:13.915475
kafka, latency, 0, 10.00000, 0.12918, 2017-05-22T23:18:14.012383, 2017-05-22T23:18:14.129388
kafka, latency, 0, 10.00000, 0.34316, 2017-05-22T23:18:14.226127, 2017-05-22T23:18:14.343397
kafka, latency, 0, 10.00000, 0.55717, 2017-05-22T23:18:14.439886, 2017-05-22T23:18:14.557377
kafka, latency, 0, 10.00000, 0.72106, 2017-05-22T23:18:14.653641, 2017-05-22T23:18:14.721277
kafka, latency, 0, 10.00000, 0.88496, 2017-05-22T23:18:14.817291, 2017-05-22T23:18:14.885168
kafka, latency, 0, 10.00000, 1.09896, 2017-05-22T23:18:14.980940, 2017-05-22T23:18:15.099185
kafka, latency, 0, 10.00000, 0.31294, 2017-05-22T23:18:15.194660, 2017-05-22T23:18:15.313149
kafka, latency, 0, 10.00000, 0.47682, 2017-05-22T23:18:15.408331, 2017-05-22T23:18:15.477034
kafka, latency, 0, 10.00000, 0.64068, 2017-05-22T23:18:15.571976, 2017-05-22T23:18:15.640885
kafka, latency, 0, 10.00000, 0.80456, 2017-05-22T23:18:15.735654, 2017-05-22T23:18:15.804756
kafka, latency, 0, 10.00000, 0.96843, 2017-05-22T23:18:15.899283, 2017-05-22T23:18:15.968638
kafka, latency, 0, 10.00000, 0.13230, 2017-05-22T23:18:16.062939, 2017-05-22T23:18:16.132515
kafka, latency, 0, 10.00000, 0.24612, 2017-05-22T23:18:16.226553, 2017-05-22T23:18:16.246333
kafka, latency, 0, 10.00000, 0.41000, 2017-05-22T23:18:16.342062, 2017-05-22T23:18:16.410209
kafka, latency, 0, 10.00000, 0.62395, 2017-05-22T23:18:16.555755, 2017-05-22T23:18:16.624155
kafka, latency, 0, 10.00000, 0.83787, 2017-05-22T23:18:16.769480, 2017-05-22T23:18:16.838093
kafka, latency, 0, 10.00000, 1.10196, 2017-05-22T23:18:16.983212, 2017-05-22T23:18:17.102157
kafka, latency, 0, 10.00000, 0.31590, 2017-05-22T23:18:17.196957, 2017-05-22T23:18:17.316101
kafka, latency, 0, 10.00000, 0.52984, 2017-05-22T23:18:17.410705, 2017-05-22T23:18:17.530046
kafka, latency, 0, 10.00000, 0.74380, 2017-05-22T23:18:17.624414, 2017-05-22T23:18:17.744008
kafka, latency, 0, 10.00000, 0.90768, 2017-05-22T23:18:17.838148, 2017-05-22T23:18:17.907886
kafka, latency, 0, 10.00000, 1.02147, 2017-05-22T23:18:17.969721, 2017-05-22T23:18:18.021676
kafka, latency, 0, 10.00000, 0.18534, 2017-05-22T23:18:18.085235, 2017-05-22T23:18:18.185543
kafka, latency, 0, 10.00000, 0.34920, 2017-05-22T23:18:18.298941, 2017-05-22T23:18:18.349400
kafka, latency, 0, 10.00000, 0.56313, 2017-05-22T23:18:18.430508, 2017-05-22T23:18:18.563340
kafka, latency, 0, 10.00000, 0.67693, 2017-05-22T23:18:18.644234, 2017-05-22T23:18:18.677130
kafka, latency, 0, 10.00000, 0.84082, 2017-05-22T23:18:18.751867, 2017-05-22T23:18:18.841032
kafka, latency, 0, 10.00000, 1.00471, 2017-05-22T23:18:18.915499, 2017-05-22T23:18:19.004912
kafka, latency, 0, 10.00000, 0.21865, 2017-05-22T23:18:19.129203, 2017-05-22T23:18:19.218862
kafka, latency, 0, 10.00000, 0.43260, 2017-05-22T23:18:19.342925, 2017-05-22T23:18:19.432812
kafka, latency, 0, 10.00000, 0.64656, 2017-05-22T23:18:19.556681, 2017-05-22T23:18:19.646765
kafka, latency, 0, 10.00000, 0.86052, 2017-05-22T23:18:19.770448, 2017-05-22T23:18:19.860719
kafka, latency, 0, 10.00000, 1.02440, 2017-05-22T23:18:19.984187, 2017-05-22T23:18:20.024598
kafka, latency, 0, 10.00000, 0.13819, 2017-05-22T23:18:20.115753, 2017-05-22T23:18:20.138387
kafka, latency, 0, 10.00000, 0.30204, 2017-05-22T23:18:20.231401, 2017-05-22T23:18:20.302245
kafka, latency, 0, 10.00000, 0.46590, 2017-05-22T23:18:20.395013, 2017-05-22T23:18:20.466111
kafka, latency, 0, 10.00000, 0.62978, 2017-05-22T23:18:20.608760, 2017-05-22T23:18:20.629992
kafka, latency, 0, 10.00000, 0.84369, 2017-05-22T23:18:20.740324, 2017-05-22T23:18:20.843922
kafka, latency, 0, 10.00000, 1.05764, 2017-05-22T23:18:20.954044, 2017-05-22T23:18:21.057858
kafka, latency, 0, 10.00000, 0.22152, 2017-05-22T23:18:21.117696, 2017-05-22T23:18:21.221724
kafka, latency, 0, 10.00000, 0.38542, 2017-05-22T23:18:21.281336, 2017-05-22T23:18:21.385619
kafka, latency, 0, 10.00000, 0.49918, 2017-05-22T23:18:21.444971, 2017-05-22T23:18:21.499387
kafka, latency, 0, 10.00000, 0.66305, 2017-05-22T23:18:21.560489, 2017-05-22T23:18:21.663258
kafka, latency, 0, 10.00000, 0.87698, 2017-05-22T23:18:21.774204, 2017-05-22T23:18:21.877208
kafka, latency, 0, 10.00000, 1.09099, 2017-05-22T23:18:21.987936, 2017-05-22T23:18:22.091213
kafka, latency, 0, 10.00000, 0.30499, 2017-05-22T23:18:22.201703, 2017-05-22T23:18:22.305204
kafka, latency, 0, 10.00000, 0.46889, 2017-05-22T23:18:22.415440, 2017-05-22T23:18:22.469101
kafka, latency, 0, 10.00000, 0.63279, 2017-05-22T23:18:22.547035, 2017-05-22T23:18:22.632994
kafka, latency, 0, 100.00000, 0.79665, 2017-05-22T23:18:22.710699, 2017-05-22T23:18:22.796861
kafka, latency, 0, 100.00000, 0.81224, 2017-05-22T23:18:22.784300, 2017-05-22T23:18:22.812449
kafka, latency, 0, 100.00000, 0.87602, 2017-05-22T23:18:22.825795, 2017-05-22T23:18:22.876234
kafka, latency, 0, 100.00000, 0.93977, 2017-05-22T23:18:22.899388, 2017-05-22T23:18:22.939969
kafka, latency, 0, 100.00000, 1.05351, 2017-05-22T23:18:22.972992, 2017-05-22T23:18:23.053730
kafka, latency, 0, 100.00000, 0.16732, 2017-05-22T23:18:23.096623, 2017-05-22T23:18:23.167532
kafka, latency, 0, 100.00000, 0.28109, 2017-05-22T23:18:23.220294, 2017-05-22T23:18:23.281306
kafka, latency, 0, 100.00000, 0.34483, 2017-05-22T23:18:23.293876, 2017-05-22T23:18:23.345036
kafka, latency, 0, 100.00000, 0.40858, 2017-05-22T23:18:23.335397, 2017-05-22T23:18:23.408787
kafka, latency, 0, 100.00000, 0.47234, 2017-05-22T23:18:23.409012, 2017-05-22T23:18:23.472557
kafka, latency, 0, 100.00000, 0.58616, 2017-05-22T23:18:23.482579, 2017-05-22T23:18:23.586369
kafka, latency, 0, 100.00000, 0.69998, 2017-05-22T23:18:23.606250, 2017-05-22T23:18:23.700189
kafka, latency, 0, 100.00000, 0.81380, 2017-05-22T23:18:23.729921, 2017-05-22T23:18:23.814007
kafka, latency, 0, 100.00000, 0.82941, 2017-05-22T23:18:23.803554, 2017-05-22T23:18:23.829614
kafka, latency, 0, 100.00000, 0.89311, 2017-05-22T23:18:23.845073, 2017-05-22T23:18:23.893312
kafka, latency, 0, 100.00000, 0.95676, 2017-05-22T23:18:23.918633, 2017-05-22T23:18:23.956985
kafka, latency, 0, 100.00000, 1.07048, 2017-05-22T23:18:23.992109, 2017-05-22T23:18:24.070721
kafka, latency, 0, 100.00000, 0.23442, 2017-05-22T23:18:24.115700, 2017-05-22T23:18:24.234628
kafka, latency, 0, 100.00000, 0.34825, 2017-05-22T23:18:24.239371, 2017-05-22T23:18:24.348463
kafka, latency, 0, 100.00000, 0.34854, 2017-05-22T23:18:24.312948, 2017-05-22T23:18:24.348747
kafka, latency, 0, 100.00000, 0.41227, 2017-05-22T23:18:24.354469, 2017-05-22T23:18:24.412474
kafka, latency, 0, 100.00000, 0.47601, 2017-05-22T23:18:24.428069, 2017-05-22T23:18:24.476219
kafka, latency, 0, 100.00000, 0.58985, 2017-05-22T23:18:24.501670, 2017-05-22T23:18:24.590063
kafka, latency, 0, 100.00000, 0.70366, 2017-05-22T23:18:24.625337, 2017-05-22T23:18:24.703870
kafka, latency, 0, 100.00000, 0.81749, 2017-05-22T23:18:24.749006, 2017-05-22T23:18:24.817699
kafka, latency, 0, 100.00000, 0.84916, 2017-05-22T23:18:24.822596, 2017-05-22T23:18:24.849360
kafka, latency, 0, 100.00000, 0.91288, 2017-05-22T23:18:24.864121, 2017-05-22T23:18:24.913084
kafka, latency, 0, 100.00000, 0.97665, 2017-05-22T23:18:24.937715, 2017-05-22T23:18:24.976878
kafka, latency, 0, 100.00000, 0.14061, 2017-05-22T23:18:25.011319, 2017-05-22T23:18:25.140820
kafka, latency, 0, 100.00000, 0.25444, 2017-05-22T23:18:25.134973, 2017-05-22T23:18:25.254648
kafka, latency, 0, 100.00000, 0.36824, 2017-05-22T23:18:25.258663, 2017-05-22T23:18:25.368439
kafka, latency, 0, 100.00000, 0.48205, 2017-05-22T23:18:25.382318, 2017-05-22T23:18:25.482267
kafka, latency, 0, 100.00000, 0.51372, 2017-05-22T23:18:25.455888, 2017-05-22T23:18:25.513917
kafka, latency, 0, 100.00000, 0.54537, 2017-05-22T23:18:25.529466, 2017-05-22T23:18:25.545570
kafka, latency, 0, 100.00000, 0.60910, 2017-05-22T23:18:25.554933, 2017-05-22T23:18:25.609303
kafka, latency, 0, 100.00000, 0.67284, 2017-05-22T23:18:25.628520, 2017-05-22T23:18:25.673056
kafka, latency, 0, 100.00000, 0.78667, 2017-05-22T23:18:25.702080, 2017-05-22T23:18:25.786879
kafka, latency, 0, 100.00000, 0.95056, 2017-05-22T23:18:25.825739, 2017-05-22T23:18:25.950777
kafka, latency, 0, 100.00000, 1.06440, 2017-05-22T23:18:25.949356, 2017-05-22T23:18:26.064612
kafka, latency, 0, 100.00000, 0.17822, 2017-05-22T23:18:26.072988, 2017-05-22T23:18:26.178427
kafka, latency, 0, 100.00000, 0.17851, 2017-05-22T23:18:26.146555, 2017-05-22T23:18:26.178708
kafka, latency, 0, 100.00000, 0.24223, 2017-05-22T23:18:26.188064, 2017-05-22T23:18:26.242448
kafka, latency, 0, 100.00000, 0.30598, 2017-05-22T23:18:26.261641, 2017-05-22T23:18:26.306198
kafka, latency, 0, 100.00000, 0.41980, 2017-05-22T23:18:26.335233, 2017-05-22T23:18:26.419999
kafka, latency, 0, 100.00000, 0.53360, 2017-05-22T23:18:26.458886, 2017-05-22T23:18:26.533807
kafka, latency, 0, 100.00000, 0.64741, 2017-05-22T23:18:26.582549, 2017-05-22T23:18:26.647624
kafka, latency, 0, 100.00000, 0.81132, 2017-05-22T23:18:26.706189, 2017-05-22T23:18:26.811527
kafka, latency, 0, 100.00000, 0.81161, 2017-05-22T23:18:26.779767, 2017-05-22T23:18:26.811806
kafka, latency, 0, 100.00000, 0.87534, 2017-05-22T23:18:26.821238, 2017-05-22T23:18:26.875537
