Partitions,Message_size_in_Points,Dimensions,Total_Messages,Throughput_Rate,Producers
24, 5000, 3, 2000, 11.989267, 64 
24, 5000, 3, 2000, 11.736543, 64 
24, 5000, 3, 2000, 11.371313, 64 
24, 5000, 3, 2000, 11.633560, 64 
24, 5000, 3, 2000, 10.995659, 64 
24, 5000, 3, 2000, 20.463343, 64 
24, 5000, 3, 2000, 23.364925, 64 
24, 5000, 3, 2000, 14.706102, 64 
24, 5000, 3, 2000, 14.533444, 64 
24, 5000, 3, 2000, 13.322391, 64 
24, 5000, 3, 2000, 13.502775, 64 
24, 5000, 3, 2000, 12.675394, 64 
24, 5000, 3, 2000, 13.181321, 64 
24, 5000, 3, 2000, 13.288511, 64 
24, 5000, 3, 2000, 22.099736, 64 
24, 5000, 3, 2000, 13.505527, 64 
24, 5000, 3, 2000, 11.657545, 64 
24, 5000, 3, 2000, 11.484414, 64 
24, 5000, 3, 2000, 10.903730, 64 
24, 5000, 3, 2000, 11.820189, 64 
24, 5000, 3, 2000, 11.304886, 64 
24, 5000, 3, 2000, 20.931407, 64 
24, 5000, 3, 2000, 23.619244, 64 
24, 5000, 3, 2000, 14.807861, 64 
24, 5000, 3, 2000, 14.343277, 64 
24, 5000, 3, 2000, 13.474422, 64 
24, 5000, 3, 2000, 13.534508, 64 
24, 5000, 3, 2000, 12.725134, 64 
24, 5000, 3, 2000, 13.336293, 64 
24, 5000, 3, 2000, 13.131646, 64 
24, 5000, 3, 2000, 22.713485, 64 
24, 5000, 3, 2000, 13.785844, 64 
24, 5000, 3, 2000, 12.232021, 64 
24, 5000, 3, 2000, 11.762644, 64 
24, 5000, 3, 2000, 12.108711, 64 
24, 5000, 3, 2000, 11.303234, 64 
24, 5000, 3, 2000, 11.473314, 64 
24, 5000, 3, 2000, 18.353941, 64 
24, 5000, 3, 2000, 23.465074, 64 
24, 5000, 3, 2000, 14.927977, 64 
24, 5000, 3, 2000, 14.266863, 64 
24, 5000, 3, 2000, 13.618551, 64 
24, 5000, 3, 2000, 13.617810, 64 
24, 5000, 3, 2000, 12.847607, 64 
24, 5000, 3, 2000, 13.176240, 64 
24, 5000, 3, 2000, 12.891915, 64 
24, 5000, 3, 2000, 22.814828, 64 
24, 5000, 3, 2000, 13.740593, 64 
24, 5000, 3, 2000, 12.270281, 64 
24, 5000, 3, 2000, 11.554816, 64 
24, 5000, 3, 2000, 11.588657, 64 
24, 5000, 3, 2000, 11.641497, 64 
24, 5000, 3, 2000, 11.283518, 64 
24, 5000, 3, 2000, 18.662133, 64 
24, 5000, 3, 2000, 22.911092, 64 
24, 5000, 3, 2000, 13.585675, 64 
24, 5000, 3, 2000, 11.802762, 64 
24, 5000, 3, 2000, 11.258230, 64 
24, 5000, 3, 2000, 10.872202, 64 
24, 5000, 3, 2000, 11.598048, 64 
24, 5000, 3, 2000, 11.173854, 64 
24, 5000, 3, 2000, 20.693817, 64 
24, 5000, 3, 2000, 22.425127, 64 
24, 5000, 3, 2000, 14.023373, 64 
24, 5000, 3, 2000, 13.306367, 64 
24, 5000, 3, 2000, 15.099081, 64 
24, 5000, 3, 2000, 13.643443, 64 
24, 5000, 3, 2000, 13.024011, 64 
24, 5000, 3, 2000, 13.283096, 64 
24, 5000, 3, 2000, 13.399412, 64 
24, 5000, 3, 2000, 22.876192, 64 
24, 5000, 3, 2000, 13.846698, 64 
24, 5000, 3, 2000, 12.111392, 64 
24, 5000, 3, 2000, 11.631305, 64 
24, 5000, 3, 2000, 11.484805, 64 
24, 5000, 3, 2000, 11.531672, 64 
24, 5000, 3, 2000, 10.874838, 64 
24, 5000, 3, 2000, 22.413017, 64 
24, 5000, 3, 2000, 22.290634, 64 
24, 5000, 3, 2000, 13.761192, 64 
24, 5000, 3, 2000, 12.990443, 64 
24, 5000, 3, 2000, 13.769636, 64 
24, 5000, 3, 2000, 14.039069, 64 
24, 5000, 3, 2000, 13.018210, 64 
24, 5000, 3, 2000, 13.107347, 64 
24, 5000, 3, 2000, 13.854158, 64 
24, 5000, 3, 2000, 23.365716, 64 
24, 5000, 3, 2000, 14.689345, 64 
24, 5000, 3, 2000, 14.349581, 64 
24, 5000, 3, 2000, 13.508965, 64 
24, 5000, 3, 2000, 13.649167, 64 
24, 5000, 3, 2000, 12.816184, 64 
24, 5000, 3, 2000, 13.508762, 64 
24, 5000, 3, 2000, 13.245253, 64 
24, 5000, 3, 2000, 22.842725, 64 
24, 5000, 3, 2000, 13.741512, 64 
24, 5000, 3, 2000, 11.937621, 64 
24, 5000, 3, 2000, 11.304151, 64 
24, 5000, 3, 2000, 10.923442, 64 
24, 5000, 3, 2000, 11.709630, 64 
24, 5000, 3, 2000, 11.058314, 64 
24, 5000, 3, 2000, 24.076984, 64 
24, 5000, 3, 2000, 22.007973, 64 
24, 5000, 3, 2000, 13.831265, 64 
24, 5000, 3, 2000, 11.792023, 64 
24, 5000, 3, 2000, 11.782099, 64 
24, 5000, 3, 2000, 11.454614, 64 
24, 5000, 3, 2000, 11.677648, 64 
24, 5000, 3, 2000, 11.177990, 64 
24, 5000, 3, 2000, 22.344300, 64 
24, 5000, 3, 2000, 23.246396, 64 
24, 5000, 3, 2000, 14.797611, 64 
24, 5000, 3, 2000, 14.511803, 64 
24, 5000, 3, 2000, 13.732524, 64 
24, 5000, 3, 2000, 13.649251, 64 
24, 5000, 3, 2000, 13.047279, 64 
24, 5000, 3, 2000, 13.331142, 64 
24, 5000, 3, 2000, 13.586929, 64 
24, 5000, 3, 2000, 23.453512, 64 
24, 5000, 3, 2000, 15.476849, 64 
24, 5000, 3, 2000, 14.322862, 64 
24, 5000, 3, 2000, 13.316885, 64 
24, 5000, 3, 2000, 13.187288, 64 
24, 5000, 3, 2000, 12.595445, 64 
24, 5000, 3, 2000, 13.411771, 64 
24, 5000, 3, 2000, 13.283124, 64 
24, 5000, 3, 2000, 23.732018, 64 
24, 5000, 3, 2000, 15.504636, 64 
24, 5000, 3, 2000, 14.157768, 64 
24, 5000, 3, 2000, 13.513759, 64 
24, 5000, 3, 2000, 13.522107, 64 
24, 5000, 3, 2000, 12.996581, 64 
24, 5000, 3, 2000, 13.437362, 64 
24, 5000, 3, 2000, 13.562395, 64 
24, 5000, 3, 2000, 22.485960, 64 
24, 5000, 3, 2000, 13.622756, 64 
24, 5000, 3, 2000, 12.017004, 64 
24, 5000, 3, 2000, 13.271938, 64 
24, 5000, 3, 2000, 13.330265, 64 
24, 5000, 3, 2000, 14.038615, 64 
24, 5000, 3, 2000, 13.371344, 64 
24, 5000, 3, 2000, 14.336789, 64 
24, 5000, 3, 2000, 22.822620, 64 
24, 5000, 3, 2000, 13.367781, 64 
24, 5000, 3, 2000, 11.630895, 64 
24, 5000, 3, 2000, 12.089782, 64 
24, 5000, 3, 2000, 13.243626, 64 
24, 5000, 3, 2000, 12.864739, 64 
24, 5000, 3, 2000, 12.644267, 64 
24, 5000, 3, 2000, 17.689470, 64 
24, 5000, 3, 2000, 22.453266, 64 
24, 5000, 3, 2000, 13.379997, 64 
24, 5000, 3, 2000, 11.598000, 64 
24, 5000, 3, 2000, 11.558668, 64 
24, 5000, 3, 2000, 11.103501, 64 
24, 5000, 3, 2000, 11.376609, 64 
24, 5000, 3, 2000, 11.083249, 64 
24, 5000, 3, 2000, 21.417144, 64 
24, 5000, 3, 2000, 23.717753, 64 
24, 5000, 3, 2000, 15.431402, 64 
24, 5000, 3, 2000, 14.256729, 64 
24, 5000, 3, 2000, 13.443914, 64 
24, 5000, 3, 2000, 13.585323, 64 
24, 5000, 3, 2000, 12.914157, 64 
24, 5000, 3, 2000, 13.639970, 64 
24, 5000, 3, 2000, 13.700148, 64 
24, 5000, 3, 2000, 23.541181, 64 
24, 5000, 3, 2000, 14.043344, 64 
24, 5000, 3, 2000, 12.237150, 64 
24, 5000, 3, 2000, 11.699216, 64 
24, 5000, 3, 2000, 11.840407, 64 
24, 5000, 3, 2000, 11.203902, 64 
24, 5000, 3, 2000, 11.423048, 64 
24, 5000, 3, 2000, 18.055152, 64 
24, 5000, 3, 2000, 22.942351, 64 
24, 5000, 3, 2000, 14.541655, 64 
24, 5000, 3, 2000, 12.438212, 64 
24, 5000, 3, 2000, 12.090746, 64 
24, 5000, 3, 2000, 11.867583, 64 
24, 5000, 3, 2000, 11.550296, 64 
24, 5000, 3, 2000, 11.825959, 64 
24, 5000, 3, 2000, 16.240817, 64 
24, 5000, 3, 2000, 22.966913, 64 
24, 5000, 3, 2000, 13.631802, 64 
24, 5000, 3, 2000, 12.445037, 64 
24, 5000, 3, 2000, 11.602497, 64 
24, 5000, 3, 2000, 11.887724, 64 
24, 5000, 3, 2000, 11.294561, 64 
24, 5000, 3, 2000, 11.035289, 64 
24, 5000, 3, 2000, 19.083265, 64 
24, 5000, 3, 2000, 23.213651, 64 
24, 5000, 3, 2000, 15.328723, 64 
24, 5000, 3, 2000, 14.308262, 64 
24, 5000, 3, 2000, 13.302954, 64 
24, 5000, 3, 2000, 13.377215, 64 
24, 5000, 3, 2000, 13.352752, 64 
24, 5000, 3, 2000, 13.280827, 64 
24, 5000, 3, 2000, 13.626774, 64 
24, 5000, 3, 2000, 23.281601, 64 
24, 5000, 3, 2000, 14.710854, 64 
24, 5000, 3, 2000, 14.369615, 64 
24, 5000, 3, 2000, 13.355574, 64 
24, 5000, 3, 2000, 13.628886, 64 
24, 5000, 3, 2000, 12.741474, 64 
24, 5000, 3, 2000, 13.360776, 64 
24, 5000, 3, 2000, 13.272665, 64 
24, 5000, 3, 2000, 23.127388, 64 
24, 5000, 3, 2000, 14.110423, 64 
24, 5000, 3, 2000, 13.171212, 64 
24, 5000, 3, 2000, 13.798018, 64 
24, 5000, 3, 2000, 13.724313, 64 
24, 5000, 3, 2000, 12.645404, 64 
24, 5000, 3, 2000, 13.038902, 64 
24, 5000, 3, 2000, 13.917637, 64 
24, 5000, 3, 2000, 22.964115, 64 
24, 5000, 3, 2000, 15.143159, 64 
24, 5000, 3, 2000, 14.486253, 64 
24, 5000, 3, 2000, 12.992695, 64 
24, 5000, 3, 2000, 13.826455, 64 
24, 5000, 3, 2000, 13.077610, 64 
24, 5000, 3, 2000, 12.873138, 64 
24, 5000, 3, 2000, 13.029790, 64 
24, 5000, 3, 2000, 23.505364, 64 
24, 5000, 3, 2000, 15.544862, 64 
24, 5000, 3, 2000, 14.535755, 64 
24, 5000, 3, 2000, 13.170882, 64 
24, 5000, 3, 2000, 13.683589, 64 
24, 5000, 3, 2000, 13.419246, 64 
24, 5000, 3, 2000, 13.863135, 64 
24, 5000, 3, 2000, 13.439726, 64 
24, 5000, 3, 2000, 23.014190, 64 
24, 5000, 3, 2000, 13.887183, 64 
24, 5000, 3, 2000, 12.375893, 64 
24, 5000, 3, 2000, 12.093751, 64 
24, 5000, 3, 2000, 11.952425, 64 
24, 5000, 3, 2000, 11.968892, 64 
24, 5000, 3, 2000, 11.465971, 64 
24, 5000, 3, 2000, 16.547942, 64 
24, 5000, 3, 2000, 22.742253, 64 
24, 5000, 3, 2000, 13.621562, 64 
24, 5000, 3, 2000, 12.155248, 64 
24, 5000, 3, 2000, 11.518633, 64 
24, 5000, 3, 2000, 11.313663, 64 
24, 5000, 3, 2000, 12.270734, 64 
24, 5000, 3, 2000, 11.440922, 64 
24, 5000, 3, 2000, 18.414234, 64 
24, 5000, 3, 2000, 23.758270, 64 
24, 5000, 3, 2000, 15.102761, 64 
24, 5000, 3, 2000, 14.268732, 64 
24, 5000, 3, 2000, 11.886574, 64 
24, 5000, 3, 2000, 11.389937, 64 
24, 5000, 3, 2000, 11.502463, 64 
24, 5000, 3, 2000, 11.259591, 64 
24, 5000, 3, 2000, 15.180699, 64 
24, 5000, 3, 2000, 22.778044, 64 
24, 5000, 3, 2000, 14.152372, 64 
24, 5000, 3, 2000, 13.713902, 64 
24, 5000, 3, 2000, 14.458745, 64 
24, 5000, 3, 2000, 13.797018, 64 
24, 5000, 3, 2000, 12.467019, 64 
24, 5000, 3, 2000, 12.937139, 64 
24, 5000, 3, 2000, 13.602322, 64 
24, 5000, 3, 2000, 22.792669, 64 
24, 5000, 3, 2000, 13.875742, 64 
24, 5000, 3, 2000, 13.580169, 64 
24, 5000, 3, 2000, 14.387202, 64 
24, 5000, 3, 2000, 14.139772, 64 
24, 5000, 3, 2000, 12.756384, 64 
24, 5000, 3, 2000, 12.999550, 64 
24, 5000, 3, 2000, 13.449493, 64 
24, 5000, 3, 2000, 22.563467, 64 
24, 5000, 3, 2000, 13.556516, 64 
24, 5000, 3, 2000, 12.024044, 64 
24, 5000, 3, 2000, 11.852110, 64 
24, 5000, 3, 2000, 12.520876, 64 
24, 5000, 3, 2000, 12.567811, 64 
24, 5000, 3, 2000, 11.636606, 64 
24, 5000, 3, 2000, 18.320688, 64 
24, 5000, 3, 2000, 23.005659, 64 
24, 5000, 3, 2000, 13.889723, 64 
24, 5000, 3, 2000, 12.150336, 64 
24, 5000, 3, 2000, 12.015049, 64 
24, 5000, 3, 2000, 11.898735, 64 
24, 5000, 3, 2000, 11.474492, 64 
24, 5000, 3, 2000, 12.124854, 64 
24, 5000, 3, 2000, 19.437601, 64 
