BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512093960000 ms, 2017-11-30T20:06:00, 0, 1511, 1511, 0,1_Producer_Count
1512094020000 ms, 2017-11-30T20:07:00, 1, 1491, 1490, 0,1_Producer_Count
1512094080000 ms, 2017-11-30T20:08:00, 1, 1494, 1493, 0,1_Producer_Count
1512094140000 ms, 2017-11-30T20:09:00, 1, 1491, 1490, 0,1_Producer_Count
1512094200000 ms, 2017-11-30T20:10:00, 1, 1476, 1475, 0,1_Producer_Count
1512094260000 ms, 2017-11-30T20:11:00, 1, 1509, 1508, 0,1_Producer_Count
1512094320000 ms, 2017-11-30T20:12:00, 1, 1494, 1493, 0,1_Producer_Count
1512094380000 ms, 2017-11-30T20:13:00, 1, 1529, 1528, 0,1_Producer_Count
1512094440000 ms, 2017-11-30T20:14:00, 1, 1528, 1527, 0,1_Producer_Count
1512094500000 ms, 2017-11-30T20:15:00, 1, 1543, 1542, 0,1_Producer_Count
1512094560000 ms, 2017-11-30T20:16:00, 1, 1510, 1509, 0,1_Producer_Count
1512094620000 ms, 2017-11-30T20:17:00, 1, 1529, 1528, 0,1_Producer_Count
1512094680000 ms, 2017-11-30T20:18:00, 1, 1493, 1492, 0,1_Producer_Count
1512094740000 ms, 2017-11-30T20:19:00, 1, 1496, 1495, 0,1_Producer_Count
1512094800000 ms, 2017-11-30T20:20:00, 0, 1505, 1505, 0,1_Producer_Count
1512094860000 ms, 2017-11-30T20:21:00, 1, 1510, 1509, 0,1_Producer_Count
1512094920000 ms, 2017-11-30T20:22:00, 1, 1542, 1541, 0,1_Producer_Count
1512094980000 ms, 2017-11-30T20:23:00, 1, 1490, 1489, 0,1_Producer_Count
1512095040000 ms, 2017-11-30T20:24:00, 1, 1505, 1504, 0,1_Producer_Count
1512095100000 ms, 2017-11-30T20:25:00, 0, 1519, 1519, 0,1_Producer_Count
1512095160000 ms, 2017-11-30T20:26:00, 1, 1516, 1515, 0,1_Producer_Count
1512095220000 ms, 2017-11-30T20:27:00, 0, 1521, 1521, 0,1_Producer_Count
1512095280000 ms, 2017-11-30T20:28:00, 1, 1512, 1511, 0,1_Producer_Count
1512095340000 ms, 2017-11-30T20:29:00, 0, 1511, 1511, 0,1_Producer_Count
1512095400000 ms, 2017-11-30T20:30:00, 0, 1522, 1522, 0,1_Producer_Count
1512095460000 ms, 2017-11-30T20:31:00, 1, 1508, 1507, 0,1_Producer_Count
1512095520000 ms, 2017-11-30T20:32:00, 0, 1503, 1503, 0,1_Producer_Count
1512095580000 ms, 2017-11-30T20:33:00, 1, 1509, 1508, 0,1_Producer_Count
1512095640000 ms, 2017-11-30T20:34:00, 1, 1513, 1512, 0,1_Producer_Count
1512095700000 ms, 2017-11-30T20:35:00, 0, 1493, 1493, 0,1_Producer_Count
1512095760000 ms, 2017-11-30T20:36:00, 1, 1478, 1477, 0,1_Producer_Count
1512095820000 ms, 2017-11-30T20:37:00, 1, 1480, 1479, 0,1_Producer_Count
1512095880000 ms, 2017-11-30T20:38:00, 0, 1504, 1504, 0,1_Producer_Count
1512095940000 ms, 2017-11-30T20:39:00, 1, 1501, 1500, 0,1_Producer_Count
1512096000000 ms, 2017-11-30T20:40:00, 1, 1514, 1513, 0,1_Producer_Count
1512096060000 ms, 2017-11-30T20:41:00, 0, 1491, 1491, 0,1_Producer_Count
