t,count
1504732136,0
1504732146,0
1504732156,0
1504732166,0
1504732176,0
1504732186,0
1504732196,0
1504732206,0
1504732216,0
1504732226,0
1504732236,0
1504732246,0
1504732256,0
1504732266,0
1504732276,0
1504732286,0
1504732296,0
1504732306,0
1504732316,0
1504732326,0
1504732336,0
1504732346,0
1504732356,0
1504732366,0
1504732376,0
1504732386,0
1504732396,0
1504732406,0
1504732416,0
1504732426,0
1504732436,0
1504732446,0
1504732456,0
1504732466,0
1504732476,0
1504732486,0
1504732496,0
1504732506,0
1504732516,0
1504732525,0
