index,Init,Execute,Gather
195,110,298410,16791
196,111,298782,16579
197,110,302601,17482
198,119,305884,16676
199,110,298533,16804
200,110,298693,17311
201,114,299101,17464
202,117,298384,17125
203,121,298544,17120
204,117,299657,17202
205,112,301032,16627
206,110,298695,16120
207,111,299663,17357
208,110,692182,16602
209,117,299141,17139
210,110,299202,17365
211,110,298872,17359
212,109,298525,17286
213,110,298699,17148
214,110,365296,16418
215,127,298576,16937
216,115,298473,17023
217,121,298528,16872
218,115,298602,16206
219,115,298452,17261
220,116,298680,16658
221,115,300195,16059
222,123,300462,16392
223,115,299311,17013
224,115,299992,17000
225,114,299281,16426
226,120,299913,17214
227,114,299259,17056
228,114,299098,24591
229,316,356292,17189
230,134,298549,16705
231,136,298547,16788
232,137,298920,16962
233,138,298290,17522
234,133,299775,16280
235,133,299892,17098
236,132,299544,17156
237,133,299202,15920
238,132,299503,16709
239,132,299041,16803
240,140,299178,48872
241,235,336536,17350
242,111,298229,17030
243,111,298017,16541
244,111,298841,17149
245,118,358223,17323
246,120,298689,17394
247,110,298864,17143
248,109,299234,16546
249,109,298530,16401
250,110,298604,16918
251,110,298973,17438
252,111,299067,17404
253,110,299393,16873
254,110,299223,16742
255,110,299726,16924
256,110,299541,47039
257,285,336441,16793
258,111,298868,16288
259,109,301426,17004
260,117,306081,17522
261,131,303152,17295
262,120,303688,17893
263,121,305596,16310
264,109,299152,16926
265,110,299411,17264
266,109,299887,17290
267,110,299872,15979
268,110,299458,16726
269,112,299657,16968
270,110,299246,16965
271,109,299865,17074
272,120,299802,24754
273,111,298628,16103
274,111,298009,16086
275,111,298356,16938
276,111,302958,17120
277,116,298073,17140
278,111,298255,16517
279,113,298581,16275
280,110,297960,17007
281,110,298161,16355
282,133,298123,16209
283,111,298586,16777
284,111,305390,16915
285,109,300263,16766
286,110,299414,15926
287,117,299272,16409
288,116,300954,25525
289,125,298747,17336
290,123,298539,17238
291,110,305299,17360
292,117,299248,16870
293,111,299090,17095
294,111,298659,17605
295,117,302979,17420
296,117,304337,16849
297,118,303620,16448
298,116,303977,17056
299,117,302714,17321
300,116,303561,17500
301,116,303673,16977
302,116,303040,17388
303,117,303273,17946
304,116,303301,25259
305,118,303044,17663
306,137,302070,17397
307,118,369845,21118
308,125,299598,17452
309,114,299242,17114
310,115,299298,17533
311,115,365346,16357
312,136,298218,17405
313,115,298910,17341
314,117,299802,16549
315,115,298261,17369
316,116,298502,16297
317,115,298632,16891
318,136,298440,16847
319,133,356559,27451
320,177,355109,16522
321,115,301068,17310
322,115,300244,16593
323,115,300052,16645
324,114,303291,16091
325,135,299493,16128
326,115,299964,16796
327,114,298762,16881
328,115,300794,17539
329,141,303028,18017
330,115,302666,17349
331,115,304906,16696
332,114,303146,17071
333,130,301123,16949
334,121,298716,17209
335,115,302504,16988
336,115,300139,47722
337,251,336361,16992
338,110,362276,17382
339,117,301508,17093
340,111,299060,17036
341,110,299600,17119
342,109,299399,16607
343,109,299196,17212
344,111,299719,16959
345,112,300636,16857
346,114,299723,17228
347,109,300657,17355
348,111,299907,17149
349,110,299630,17303
350,109,299847,17256
351,110,299584,17262
352,110,299062,47770
353,283,360978,18503
354,118,313614,15968
355,110,298034,16850
356,110,298700,17234
357,117,298628,17199
358,110,298875,16591
359,111,301095,17609
360,110,303024,17156
361,116,298987,17306
362,109,300787,17463
363,110,302982,17549
364,112,299513,16975
365,110,299173,16700
366,109,299124,17419
367,109,299279,17474
368,110,299179,24745
369,112,359297,17116
370,139,299277,17231
371,132,299096,16474
372,132,301193,16975
373,133,299161,16704
374,133,299227,15640
375,132,298690,16278
376,123,299127,17466
377,151,299959,17760
378,136,365537,23416
379,183,299531,16377
380,132,298732,17279
381,133,299502,17177
382,136,299782,16918
383,132,298648,17369
384,132,299294,46750
385,276,340864,16558
386,111,298227,16804
387,111,301546,17268
388,111,298143,16919
389,112,298229,16759
390,111,300535,17509
391,112,298000,16844
392,110,298024,16639
393,111,299657,17614
394,110,298332,17438
395,111,299051,17079
396,109,300409,17030
397,109,298989,17521
398,110,299137,15046
399,109,299189,17278
400,110,360147,43624
401,218,329316,17090
402,116,299650,16933
403,113,298125,16276
404,117,298068,16808
405,110,298927,17249
406,112,298200,16618
407,110,298964,17467
408,111,298264,17300
409,110,301186,15486
410,110,298715,17003
411,110,298740,16983
412,110,298662,16752
413,110,298286,15710
414,109,300148,17353
415,110,298633,15974
416,111,298924,17270
417,115,298340,17346
418,109,300308,17081
419,116,298446,17396
420,110,299221,17150
421,110,300280,17108
422,110,299103,16230
423,111,299184,17262
424,109,299237,17310
425,109,299198,16840
426,109,299227,15496
427,109,299334,16862
428,110,301518,16098
429,114,299307,16852
430,110,299038,16865
431,115,373826,16672
432,118,301827,47274
433,249,336253,16497
434,111,298734,16396
435,109,299046,15307
436,111,298709,16848
437,109,364696,17042
438,124,298243,16999
439,110,298509,17395
440,111,302197,17579
441,111,300290,16952
442,114,298335,17352
443,110,300954,17294
444,110,299221,16914
445,110,298768,16670
446,110,299062,16990
447,109,298361,16671
448,110,298517,47919
449,234,339701,16879
450,111,298198,16165
451,111,297892,16596
452,111,300355,17048
453,111,302147,17648
454,116,297786,16714
455,110,299586,16840
456,111,301730,16921
457,111,299430,17443
458,109,299656,16598
459,110,299309,16679
460,110,299297,17010
461,110,299404,16520
462,110,371157,17317
463,117,299456,17177
464,111,298432,46731
465,234,339148,16643
466,111,299605,17266
467,111,298512,16339
468,112,298709,17120
469,111,299438,17174
470,110,298881,16363
471,109,303401,17367
472,109,301285,17210
473,110,299320,16320
474,110,302589,16684
475,109,299080,17207
476,110,301249,17386
477,109,316711,18669
478,116,302821,17203
479,109,298948,16898
480,109,299411,51058
481,247,332513,16309
482,110,299462,16949
483,111,299817,16602
484,110,299782,16808
485,111,300519,17210
486,110,299451,16613
487,110,300651,17169
488,110,365312,16922
489,120,300265,17804
490,111,298140,16519
491,110,297893,17086
492,110,299675,17470
493,111,301805,17176
494,110,300702,17021
495,109,300728,17541
496,117,303392,16822
497,110,300662,17367
498,110,299389,17479
499,110,303156,17415
500,111,300858,16972
501,110,298988,16977
502,110,299119,16858
503,110,299120,17340
504,109,303810,19039
505,111,336702,20543
506,141,331655,16973
507,110,299990,17170
508,109,300216,16810
509,109,298797,17179
510,111,299264,16631
511,110,299624,16977
512,109,299718,24701
513,112,297888,17089
514,110,298880,16591
515,112,297788,16983
516,111,298265,17227
517,110,298475,16453
518,111,298020,17388
519,133,299161,17181
520,110,299309,16735
521,110,298965,16977
522,109,298874,16590
523,110,298828,17763
524,116,367241,16515
525,112,297977,17429
526,111,298261,16421
527,110,297942,17145
528,112,298239,46252
529,251,336741,16817
530,112,298148,16998
531,116,299154,17125
532,110,299332,16814
533,109,299017,15635
534,115,299131,16531
535,110,299296,16468
536,110,299144,16913
537,109,299142,16412
538,109,298987,17084
539,110,302008,17924
540,109,302904,16322
541,110,302625,17262
542,110,304709,16289
543,110,301984,17602
544,111,298687,48092
545,247,331923,16885
546,112,298537,17317
547,111,298345,15286
548,111,298454,16523
549,117,298880,16567
550,111,298435,16277
551,111,298186,16459
552,111,298955,17168
553,111,298483,15854
554,111,298573,16688
555,110,365247,16890
556,122,299463,17005
557,109,299258,16915
558,115,299678,16986
559,110,305593,16893
560,111,305155,49264
561,234,342853,17188
562,111,298262,16754
563,111,298569,16545
564,111,298848,17400
565,111,298499,16678
566,110,299625,17167
567,111,300254,17134
568,116,298872,16268
569,110,299163,17131
570,111,299196,17139
571,109,299539,16580
572,109,299457,16967
573,109,299937,16902
574,109,299864,16985
575,111,299191,16937
576,109,299682,47942
577,234,336049,17192
578,111,298141,17209
579,117,298407,17126
580,127,298441,17288
581,118,298808,17145
582,130,299391,17296
583,112,298311,16847
584,110,298282,16266
585,117,298699,16822
586,138,369536,17111
587,119,298558,17372
588,110,298402,16740
589,110,298191,17312
590,111,298900,16564
591,110,361442,17715
592,132,298754,17616
593,123,298687,16705
594,114,298322,16624
595,110,303308,16941
596,117,298520,17165
597,110,298658,16936
598,110,300869,17072
599,110,298398,17010
600,110,298958,16881
601,123,299132,16081
602,111,433904,17623
603,134,298818,17773
604,111,356979,17595
605,119,298947,16730
606,110,298500,17373
607,111,302817,16797
608,118,298915,48450
609,252,336110,17385
610,109,301990,17191
611,110,298445,16870
612,115,298855,16173
613,116,298794,16934
614,110,299464,16923
615,117,298456,16492
616,111,346020,27922
617,164,300265,15646
618,109,298360,16347
619,110,298284,17274
620,110,299343,16990
621,109,299404,16780
622,114,298685,17132
623,115,300213,16702
624,110,298741,48940
625,252,339673,16864
626,110,298054,16853
627,114,298393,17327
628,111,299950,17629
629,118,298865,17172
630,118,299502,16053
631,109,299839,16572
632,109,299004,16888
633,111,299362,16503
634,109,299309,16701
635,109,299568,17477
636,109,299220,16663
637,111,299083,17156
638,109,299592,15264
639,110,299112,17037
640,109,298893,48574
641,265,339260,16463
642,109,299351,17025
643,110,299125,17351
644,110,300878,17315
645,109,302959,16906
646,109,300800,16903
647,109,334901,23846
648,166,302331,17331
649,120,298410,17141
650,116,298915,17094
651,110,298415,17053
652,110,298499,16829
653,110,299339,16454
654,113,298752,16863
655,109,299285,16104
656,110,299818,49487
657,242,340372,16855
658,128,298875,17094
659,110,299782,15757
660,111,299011,17213
661,110,298673,16851
662,115,303350,16960
663,117,300554,16795
664,117,299471,16846
665,118,299678,16353
666,118,300285,18905
667,120,359654,17380
668,125,298767,17198
669,119,301793,17064
670,111,300265,17188
671,110,297940,17370
672,110,298361,47841
673,248,336744,17340
674,109,365503,23983
675,157,368448,17294
676,110,299356,17307
677,110,299252,16094
678,109,364222,17400
679,118,298951,16759
680,114,299727,16616
681,131,303150,17381
682,121,302648,17375
683,116,301724,16961
684,129,299631,16522
685,120,298946,16704
686,117,299231,16430
687,109,299457,48550
688,240,340511,17077
689,110,300568,17906
690,110,342910,16527
691,121,299617,17173
692,109,306266,18229
693,117,304842,17453
694,118,302713,17250
695,128,306713,17275
696,120,429950,20279
697,143,309770,16995
698,111,299422,15918
699,112,298339,16916
700,111,298045,16915
701,110,298096,17352
702,111,299407,24095
703,112,298915,17114
704,141,299053,16119
705,109,302318,16309
706,121,302151,16858
707,110,298722,16294
708,109,303948,17384
709,124,298159,16319
710,115,297880,17420
711,110,300123,16611
712,123,298299,16758
713,116,298543,16734
714,111,299787,16991
715,118,298426,17070
716,111,298506,14956
717,111,298868,17066
718,117,301856,24157
719,118,299736,16774
720,111,297821,15867
721,111,299738,17276
722,110,298111,16636
723,110,301332,17419
724,111,298278,17173
725,111,298253,16753
726,113,298065,16946
727,110,298699,16587
728,112,299039,15466
729,110,299565,17027
730,109,300742,16890
731,110,299352,17045
732,117,299520,17400
733,110,300814,17284
734,116,303555,24935
735,123,301716,17087
736,118,300852,17064
737,117,299448,16187
738,120,298439,16697
739,111,298318,16449
740,122,367942,17129
741,122,298574,17004
742,109,299236,16744
743,116,300975,16827
744,122,299079,17104
745,109,298323,17290
746,135,299254,16644
747,110,298602,16889
748,110,297989,16884
749,110,298750,17243
750,110,298522,43038
751,220,336106,16924
752,111,301616,17131
753,118,300479,16585
754,110,300515,17087
755,115,299430,17344
756,110,299306,16515
757,110,298953,15803
758,109,299389,16756
759,111,299117,16720
760,117,298981,16817
761,111,300581,17100
762,117,299747,17154
763,121,299099,17109
764,109,299099,17237
765,110,299387,15553
766,109,299598,23758
767,116,298241,16806
768,127,300370,15497
769,111,298311,17209
770,110,298220,16693
771,111,364684,16398
772,123,298586,17325
773,111,298033,17167
774,111,299395,17351
775,109,298393,17192
776,111,298196,16315
777,122,298678,16745
778,112,298905,16298
779,110,299014,17210
780,112,301522,16451
781,118,298940,16685
782,117,299227,48433
783,250,348001,17010
784,118,301616,17111
785,117,299889,16275
786,110,298464,16901
787,116,298283,17300
788,111,297976,16978
789,110,298687,16165
790,111,298324,17190
791,111,298716,17162
792,109,298331,15883
793,111,298376,17326
794,110,298312,17308
795,110,298762,17109
796,113,302411,17268
797,116,301296,17380
798,115,298122,23803
799,111,298889,17042
800,111,298048,16688
801,110,297839,16639
802,119,365240,15761
803,123,299178,16986
804,114,298810,17333
805,110,302204,17238
806,118,298930,17059
807,112,299104,17006
808,110,299401,17033
809,125,299126,17293
810,110,299029,16781
811,113,299329,15633
812,110,298995,17334
813,121,299308,16990
814,109,299862,48524
815,234,335920,16768
816,110,299575,17276
817,110,299560,16682
818,110,299280,15122
819,109,299294,16569
820,110,299460,17464
821,111,299619,17340
822,109,299392,17055
823,111,299305,16143
824,109,299470,17014
825,110,299021,16906
826,111,298810,16470
827,112,299288,16737
828,120,299750,17121
829,110,299384,17051
830,114,301762,24399
831,119,301958,16856
832,119,298830,16908
833,111,337874,31100
834,193,318068,16781
835,111,297882,17030
836,111,300339,16989
837,110,298155,17342
838,131,298353,16280
839,110,299828,17396
840,118,299585,16884
841,110,299065,16399
842,109,298816,16462
843,110,298534,16881
844,110,299406,16573
845,110,298742,17423
846,117,298899,17131
847,110,298489,16275
848,115,301811,17420
849,110,301819,16944
850,112,298677,15701
851,116,298340,17020
852,110,299036,16973
853,118,299213,17235
854,109,299291,17303
855,113,300157,17048
856,109,299214,16788
857,112,299217,16230
858,114,299990,17240
859,109,298873,15300
860,110,298973,17110
861,110,299687,17055
862,115,298900,49167
863,243,343096,16148
864,111,299340,16474
865,129,299868,16960
866,120,299505,17190
867,111,298627,16608
868,115,298455,16734
869,109,298259,17206
870,134,298472,17122
871,109,301512,16774
872,110,298868,16396
873,109,298613,17031
874,110,300759,16652
875,110,298324,16841
876,110,298570,16832
877,109,298649,17235
878,109,298589,23151
879,119,299728,16330
880,121,300384,17322
881,124,298297,16104
882,110,298227,16669
883,133,298904,17220
884,124,298879,15619
885,112,297903,17244
886,111,317696,18756
887,135,340509,19279
888,144,302114,17251
889,111,300085,17257
890,110,298161,17489
891,111,298885,16649
892,110,298277,16290
893,110,298498,17171
894,110,299714,49742
895,235,334739,17332
896,111,369896,17372
897,125,302402,17353
898,130,303683,18699
899,121,305665,16908
900,120,298177,16575
901,111,298226,17219
902,110,298460,17014
903,111,299164,17177
904,114,299422,17209
905,110,300312,16386
906,109,298873,246136
907,249,345343,15020
908,111,298262,17238
909,115,298250,48584
910,234,338772,16838
911,111,298349,16960
912,111,298165,16724
913,111,298673,16553
914,110,298663,17152
915,111,299286,16332
916,110,299379,16882
917,110,299398,16395
918,110,299074,17122
919,110,299482,17324
920,115,299903,16486
921,110,299345,17419
922,115,299176,17058
923,110,299705,16734
924,110,299454,16854
925,110,299024,49102
926,242,406231,17231
927,111,298847,16156
928,111,298377,17303
929,137,298691,16304
930,119,298648,17034
931,110,298650,17000
932,112,301690,17065
933,115,298618,16614
934,110,298356,16764
935,109,299012,17312
936,110,298352,17130
937,110,298737,17323
938,110,299426,16982
939,122,298729,16271
940,118,299993,16530
941,109,300356,442478
942,236,339135,16212
943,111,298995,16787
944,111,299396,17078
945,112,298117,16350
946,111,298267,17131
947,111,298469,17356
948,110,299146,16990
949,111,299310,16492
950,111,361725,16014
951,123,298310,16803
952,115,299004,17160
953,110,298014,17184
954,110,298364,17007
955,110,298912,16513
956,116,298910,16846
957,111,298290,44320
958,243,337856,17247
959,111,299299,16651
960,110,299396,16498
961,110,299339,16946
962,111,299738,17278
963,110,299280,17054
964,109,300436,17106
965,110,300330,16933
966,120,299663,16747
967,110,299669,16914
968,110,300330,17480
969,112,299213,17425
970,110,299636,15343
971,110,299369,17094
972,129,299262,17005
973,122,299176,24162
974,111,300145,17222
975,110,299363,16204
976,124,300520,16914
977,111,300972,17029
978,110,298792,17050
979,110,298500,17017
980,142,299324,16692
981,140,372312,16887
982,110,299331,17130
983,117,299775,16000
984,125,302160,17297
985,109,299183,17136
986,109,300989,16747
987,110,302337,16979
988,122,298549,16969
989,109,298639,26421
990,111,298418,17495
991,127,300166,16657
992,112,300214,16420
993,111,299006,17205
994,110,298584,17161
995,111,298631,16763
996,111,298518,16948
997,147,299106,16925
998,132,298624,16460
999,133,299807,16811
