BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512017940000 ms, 2017-11-29T22:59:00, 0, 1281, 1281, 0,1_Producer_Count
1512018000000 ms, 2017-11-29T23:00:00, 1, 1274, 1273, 0,1_Producer_Count
1512018060000 ms, 2017-11-29T23:01:00, 0, 1278, 1278, 0,1_Producer_Count
1512018120000 ms, 2017-11-29T23:02:00, 0, 1260, 1260, 0,1_Producer_Count
1512018180000 ms, 2017-11-29T23:03:00, 1, 1281, 1280, 0,1_Producer_Count
1512018240000 ms, 2017-11-29T23:04:00, 1, 1265, 1264, 0,1_Producer_Count
1512018300000 ms, 2017-11-29T23:05:00, 0, 1267, 1267, 0,1_Producer_Count
1512018360000 ms, 2017-11-29T23:06:00, 1, 1279, 1278, 0,1_Producer_Count
1512018420000 ms, 2017-11-29T23:07:00, 1, 1265, 1264, 0,1_Producer_Count
1512018480000 ms, 2017-11-29T23:08:00, 1, 1280, 1279, 0,1_Producer_Count
1512018540000 ms, 2017-11-29T23:09:00, 1, 1272, 1271, 0,1_Producer_Count
1512018600000 ms, 2017-11-29T23:10:00, 1, 1303, 1302, 0,1_Producer_Count
1512018660000 ms, 2017-11-29T23:11:00, 1, 1292, 1291, 0,1_Producer_Count
1512018720000 ms, 2017-11-29T23:12:00, 1, 1285, 1284, 0,1_Producer_Count
1512018780000 ms, 2017-11-29T23:13:00, 1, 1278, 1277, 0,1_Producer_Count
1512018840000 ms, 2017-11-29T23:14:00, 1, 1306, 1305, 0,1_Producer_Count
1512018900000 ms, 2017-11-29T23:15:00, 1, 1271, 1270, 0,1_Producer_Count
1512018960000 ms, 2017-11-29T23:16:00, 0, 1263, 1263, 0,1_Producer_Count
1512019020000 ms, 2017-11-29T23:17:00, 0, 1285, 1285, 0,1_Producer_Count
1512019080000 ms, 2017-11-29T23:18:00, 1, 1256, 1255, 0,1_Producer_Count
1512019140000 ms, 2017-11-29T23:19:00, 0, 1265, 1265, 0,1_Producer_Count
1512019200000 ms, 2017-11-29T23:20:00, 2, 1272, 1270, 0,1_Producer_Count
1512019260000 ms, 2017-11-29T23:21:00, 1, 1279, 1278, 0,1_Producer_Count
1512019320000 ms, 2017-11-29T23:22:00, 1, 1282, 1281, 0,1_Producer_Count
1512019380000 ms, 2017-11-29T23:23:00, 1, 1262, 1261, 0,1_Producer_Count
1512019440000 ms, 2017-11-29T23:24:00, 1, 1283, 1282, 0,1_Producer_Count
1512019500000 ms, 2017-11-29T23:25:00, 1, 1283, 1282, 0,1_Producer_Count
1512019560000 ms, 2017-11-29T23:26:00, 1, 1260, 1259, 0,1_Producer_Count
1512019620000 ms, 2017-11-29T23:27:00, 1, 1241, 1240, 0,1_Producer_Count
1512019680000 ms, 2017-11-29T23:28:00, 1, 1262, 1261, 0,1_Producer_Count
1512019740000 ms, 2017-11-29T23:29:00, 1, 1282, 1281, 0,1_Producer_Count
1512019800000 ms, 2017-11-29T23:30:00, 1, 1275, 1274, 0,1_Producer_Count
1512019860000 ms, 2017-11-29T23:31:00, 1, 1273, 1272, 0,1_Producer_Count
1512019920000 ms, 2017-11-29T23:32:00, 1, 1255, 1254, 0,1_Producer_Count
1512019980000 ms, 2017-11-29T23:33:00, 1, 1269, 1268, 0,1_Producer_Count
1512020040000 ms, 2017-11-29T23:34:00, 0, 1263, 1263, 0,1_Producer_Count
1512020100000 ms, 2017-11-29T23:35:00, 1, 1251, 1250, 0,1_Producer_Count
1512020160000 ms, 2017-11-29T23:36:00, 0, 1261, 1261, 0,1_Producer_Count
1512020220000 ms, 2017-11-29T23:37:00, 1, 1273, 1272, 0,1_Producer_Count
1512020280000 ms, 2017-11-29T23:38:00, 0, 1263, 1263, 0,1_Producer_Count
1512020340000 ms, 2017-11-29T23:39:00, 0, 1258, 1258, 0,1_Producer_Count
1512020400000 ms, 2017-11-29T23:40:00, 1, 1247, 1246, 0,1_Producer_Count
1512020460000 ms, 2017-11-29T23:41:00, 0, 1288, 1288, 0,1_Producer_Count
1512020520000 ms, 2017-11-29T23:42:00, 1, 1244, 1243, 0,1_Producer_Count
1512020580000 ms, 2017-11-29T23:43:00, 2, 1275, 1273, 0,1_Producer_Count
1512020640000 ms, 2017-11-29T23:44:00, 1, 1276, 1275, 0,1_Producer_Count
1512020700000 ms, 2017-11-29T23:45:00, 1, 1260, 1259, 0,1_Producer_Count
